2, 449, 14, 150.40995863824372, 121.47058823529412, Infinity, Infinity, 16.07249451183602, 20.9812706481102, 1.257707110365921, 1.0796373774822203, 0.1
180.0, 176
58.0, 58
108.0, 108
314.5, 260
183.57142857142858, 177
33.0, 33
264.5, 236
236.42857142857142, 212
112.57142857142857, 99
185.5, 177
122.0, 122
172.0, 166
13.0, 13
201.0, 181
155.78571428571428, 126
291.5, 254
293.14285714285717, 242
165.92857142857142, 139
92.92857142857143, 68
172.0, 171
61.357142857142854, 39
115.0, 114
29.0, 28
179.0, 177
115.0, 87
115.0, 77
114.5, 92
61.785714285714285, 49
143.0, 142
115.0, 114
143.57142857142858, 140
301.0, 250
115.0, 114
262.42857142857144, 227
193.0, 143
86.07142857142857, 67
102.42857142857143, 64
35.0, 35
365.0, 276
191.92857142857142, 176
79.0, 78
158.0, 157
229.0, 172
256.42857142857144, 182
189.57142857142858, 184
115.0, 113
151.0, 126
8.0, 8
275.42857142857144, 226
224.21428571428572, 170
167.57142857142858, 126
94.28571428571429, 68
43.0, 43
136.0, 135
142.57142857142858, 112
43.0, 43
8.0, 8
179.0, 177
261.0, 241
269.07142857142856, 233
286.0, 222
168.5, 139
323.64285714285717, 241
150.42857142857142, 140
36.0, 29
8.0, 8
165.0, 149
272.0, 208
58.0, 49
136.78571428571428, 134
122.14285714285714, 97
29.0, 29
269.92857142857144, 205
166.64285714285714, 145
58.0, 57
243.0, 227
241.0, 199
110.85714285714286, 71
226.21428571428572, 198
179.42857142857142, 146
203.21428571428572, 177
65.0, 42
201.0, 199
91.14285714285714, 71
170.28571428571428, 139
176.42857142857142, 145
193.0, 145
94.21428571428571, 89
158.0, 156
286.0, 248
210.78571428571428, 205
131.0, 113
354.07142857142856, 287
93.28571428571429, 85
115.0, 114
140.35714285714286, 119
8.0, 8
93.57142857142857, 92
65.0, 64
139.42857142857142, 120
136.0, 135
101.21428571428571, 94
277.85714285714283, 184
246.35714285714286, 218
51.07142857142857, 50
143.78571428571428, 118
88.07142857142857, 85
389.42857142857144, 305
192.5, 146
223.85714285714286, 189
272.0, 205
133.07142857142858, 126
118.0, 106
118.0, 113
332.57142857142856, 264
43.0, 43
228.85714285714286, 220
93.85714285714286, 40
93.78571428571429, 68
137.85714285714286, 109
280.2857142857143, 212
215.85714285714286, 196
318.42857142857144, 234
332.42857142857144, 284
65.0, 64
206.78571428571428, 167
171.5, 163
196.5, 167
304.57142857142856, 262
158.0, 157
282.42857142857144, 232
233.85714285714286, 190
113.0, 77
168.21428571428572, 105
36.357142857142854, 32
201.0, 195
196.35714285714286, 119
91.5, 70
131.57142857142858, 126
183.71428571428572, 137
209.5, 140
189.57142857142858, 184
43.0, 43
158.0, 156
189.35714285714286, 146
63.285714285714285, 34
124.85714285714286, 88
218.0, 171
122.0, 106
222.0, 219
98.78571428571429, 85
186.0, 184
29.0, 29
13.0, 13
108.0, 107
29.0, 29
115.0, 114
290.64285714285717, 203
153.21428571428572, 127
115.0, 105
76.5, 63
184.5, 163
51.0, 50
254.21428571428572, 209
58.0, 57
203.5, 167
115.0, 100
101.0, 100
204.92857142857142, 142
72.0, 72
115.28571428571429, 85
201.0, 199
85.0, 82
72.0, 50
78.0, 76
95.42857142857143, 85
79.0, 79
86.78571428571429, 85
200.92857142857142, 170
272.5, 216
144.57142857142858, 126
102.71428571428571, 83
151.0, 126
65.07142857142857, 63
17.5, 14
50.357142857142854, 47
175.5, 155
108.0, 83
158.0, 156
147.35714285714286, 127
357.35714285714283, 274
273.2857142857143, 213
84.64285714285714, 77
400.7142857142857, 305
251.0, 163
294.5, 213
43.0, 43
11.0, 11
184.28571428571428, 181
86.0, 85
373.42857142857144, 288
86.42857142857143, 64
236.14285714285714, 206
179.0, 178
72.0, 70
72.0, 70
101.0, 100
228.07142857142858, 195
115.85714285714286, 100
158.0, 121
93.71428571428571, 85
338.14285714285717, 262
155.42857142857142, 121
200.21428571428572, 160
8.0, 8
96.57142857142857, 85
35.0, 34
176.0, 149
249.78571428571428, 203
143.0, 142
260.14285714285717, 198
12.0, 12
347.42857142857144, 298
272.0, 223
282.42857142857144, 232
233.71428571428572, 203
301.0, 262
72.0, 70
71.0, 70
143.0, 142
240.71428571428572, 210
115.0, 114
241.42857142857142, 204
80.92857142857143, 77
92.28571428571429, 85
193.0, 156
253.57142857142858, 204
