4, 2500, 13.94272163958954, 141.694, 1.0, 11.64853909964052, 55.26098333702579, 9.708523110270333, 50.91366692672795,180.42445299999818, 0.1
4, 3750, 13.915965693551048, 138.58285714285714, 1.0, 12.031307326090614, 56.629330453391766, 9.718215544292775, 52.400039371624906,169.2894369999987, 0.1
4, 5000, 13.392210994666167, 149.236, 1.0, 16.79927685845544, 81.6531487218744, 5.129092491518416, 44.693508630579316,347.3958059999954, 0.1
4, 6250, 12.818458464849725, 161.84083333333334, 1.0, 25.55950155673273, 139.566982467517, 5.548890770556099, 61.86528509886077,1476.3074620005875, 0.1
4, 7500, 9.593487070936998, 250.70133333333334, 1.0, 88.64151426902232, 589.36744713522, 17.31313113674101, 186.86569957890117,5802.290779003578, 0.1
4, 8750, 7.448124057927423, 344.2035294117647, 1.0, 162.2028325631671, 970.3274544988482, 20.83104595145586, 217.10333226123132,13575.689655021404, 0.1
4, 10000, 6.012748897019046, 499.102, 1.0, 288.01880153091605, 1528.0755132862787, 43.06568420475826, 436.90030532939625,19460.41443716383, 0.1
4, 11250, 4.931449248334893, 641.0313636363636, 1.0, 419.0265640561647, 2136.7627295223456, 53.599688867020994, 508.4052860204922,31228.868135813686, 0.1
4, 12500, 3.795274582098779, 812.034, 1.0, 553.1010967530909, 2630.117451990025, 58.33101205571118, 514.5228754617222,40290.836990350756, 0.1
2, 2500, 13.945929030151301, 146.992, 1.0, 15.23171257602482, 58.6571903092927, 13.268659727878916, 54.773145902725794,304.7780000000004, 0.1
2, 3750, 13.941126515779912, 144.66857142857143, 1.0, 13.890166625392379, 52.92468594105442, 11.78144332629024, 49.18598154088828,350.59726399999977, 0.1
2, 5000, 13.924093758517309, 146.76, 1.0, 14.620089273398662, 54.55915504899632, 12.049947293199613, 49.915581904111356,462.7520900000012, 0.1
2, 6250, 13.788774251429853, 148.61666666666667, 1.0, 16.076416067091458, 57.94395904109557, 12.467738776992421, 50.93030474379811,483.51236199999806, 0.1
2, 7500, 12.224582115076954, 169.18533333333335, 1.0, 27.0725069048849, 131.38076966219072, 11.981972343971092, 70.51112266286223,1557.9573899972215, 0.1
2, 8750, 9.866719544495277, 207.65588235294118, 1.0, 51.710327012726374, 310.6916598664517, 13.608856070764803, 104.78466677032837,4154.953467001747, 0.1
2, 10000, 5.404512541100568, 385.7915, 1.0, Infinity, Infinity, 13.809411886517136, 149.85231015750566,10156.195555047168, 0.1
2, 11250, 4.005750989942274, 524.0204545454545, 1.0, Infinity, Infinity, 9.44399585057318, 143.33651623314063,18137.79928902688, 0.1
