2,249,14,150.7983362,130.3266932, Infinity, Infinity,16.36652409,21.98129808,1.265536794,1.082072512,0.5
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
206.0714286,176,,,,,,,,,,
58,58,,,,,,,,,,
108,108,,,,,,,,,,
216.5,177,,,,,,,,,,
266,236,,,,,,,,,,
240.2142857,212,,,,,,,,,,
112.5714286,99,,,,,,,,,,
122,122,,,,,,,,,,
172,166,,,,,,,,,,
13,13,,,,,,,,,,
201,181,,,,,,,,,,
308.2142857,254,,,,,,,,,,
298.4285714,242,,,,,,,,,,
40,39,,,,,,,,,,
29,28,,,,,,,,,,
115.5,77,,,,,,,,,,
108,92,,,,,,,,,,
76,49,,,,,,,,,,
143,142,,,,,,,,,,
301,250,,,,,,,,,,
115,114,,,,,,,,,,
265,227,,,,,,,,,,
189.4285714,143,,,,,,,,,,
35,35,,,,,,,,,,
158,157,,,,,,,,,,
232.9285714,172,,,,,,,,,,
186,184,,,,,,,,,,
151,126,,,,,,,,,,
279,226,,,,,,,,,,
224.2142857,170,,,,,,,,,,
167.5,126,,,,,,,,,,
136,135,,,,,,,,,,
43,43,,,,,,,,,,
179,177,,,,,,,,,,
286,222,,,,,,,,,,
170,139,,,,,,,,,,
8,8,,,,,,,,,,
165,149,,,,,,,,,,
262.7142857,208,,,,,,,,,,
145.6428571,134,,,,,,,,,,
124,97,,,,,,,,,,
29,29,,,,,,,,,,
243.7857143,205,,,,,,,,,,
166.6428571,145,,,,,,,,,,
79,57,,,,,,,,,,
286.6428571,227,,,,,,,,,,
233,199,,,,,,,,,,
112.9285714,71,,,,,,,,,,
226,198,,,,,,,,,,
180,146,,,,,,,,,,
58,42,,,,,,,,,,
90.42857143,71,,,,,,,,,,
170.2857143,139,,,,,,,,,,
193,145,,,,,,,,,,
92,89,,,,,,,,,,
158,156,,,,,,,,,,
133,113,,,,,,,,,,
351.5,287,,,,,,,,,,
93.28571429,85,,,,,,,,,,
199.0714286,119,,,,,,,,,,
8,8,,,,,,,,,,
67.14285714,64,,,,,,,,,,
131.8571429,94,,,,,,,,,,
241.7857143,184,,,,,,,,,,
51.14285714,50,,,,,,,,,,
143.7857143,118,,,,,,,,,,
393,305,,,,,,,,,,
193.5714286,146,,,,,,,,,,
118,106,,,,,,,,,,
120.3571429,113,,,,,,,,,,
43,43,,,,,,,,,,
93.78571429,68,,,,,,,,,,
137.8571429,109,,,,,,,,,,
336,284,,,,,,,,,,
65,64,,,,,,,,,,
207.5714286,167,,,,,,,,,,
200.0714286,167,,,,,,,,,,
353.7857143,262,,,,,,,,,,
158,157,,,,,,,,,,
117,77,,,,,,,,,,
182,105,,,,,,,,,,
35.42857143,32,,,,,,,,,,
262.4285714,195,,,,,,,,,,
165,119,,,,,,,,,,
129,126,,,,,,,,,,
215.5,140,,,,,,,,,,
158,156,,,,,,,,,,
193,146,,,,,,,,,,
65.64285714,34,,,,,,,,,,
122,106,,,,,,,,,,
93,85,,,,,,,,,,
108,107,,,,,,,,,,
115,114,,,,,,,,,,
111.2857143,105,,,,,,,,,,
211.4285714,163,,,,,,,,,,
51,50,,,,,,,,,,
200.0714286,167,,,,,,,,,,
141,100,,,,,,,,,,
101,100,,,,,,,,,,
204.2857143,142,,,,,,,,,,
72,72,,,,,,,,,,
201,199,,,,,,,,,,
78,76,,,,,,,,,,
79,79,,,,,,,,,,
96.21428571,85,,,,,,,,,,
295.2142857,216,,,,,,,,,,
107.1428571,83,,,,,,,,,,
160.0714286,126,,,,,,,,,,
65.07142857,63,,,,,,,,,,
50.35714286,47,,,,,,,,,,
154.7857143,127,,,,,,,,,,
293.2142857,213,,,,,,,,,,
43,43,,,,,,,,,,
11,11,,,,,,,,,,
360.5714286,288,,,,,,,,,,
115,64,,,,,,,,,,
249.7142857,206,,,,,,,,,,
179,178,,,,,,,,,,
72,70,,,,,,,,,,
158,121,,,,,,,,,,
88.57142857,85,,,,,,,,,,
158,121,,,,,,,,,,
161,160,,,,,,,,,,
35,34,,,,,,,,,,
156.7142857,149,,,,,,,,,,
236,198,,,,,,,,,,
12,12,,,,,,,,,,
351,298,,,,,,,,,,
286,232,,,,,,,,,,
257.5,203,,,,,,,,,,
308.1428571,262,,,,,,,,,,
71,70,,,,,,,,,,
143,142,,,,,,,,,,
259.5,210,,,,,,,,,,
115,114,,,,,,,,,,
80.42857143,77,,,,,,,,,,
272,204,,,,,,,,,,
29,29,,,,,,,,,,
122,96,,,,,,,,,,
231.5714286,198,,,,,,,,,,
116.1428571,76,,,,,,,,,,
8,8,,,,,,,,,,
241.1428571,184,,,,,,,,,,
11,11,,,,,,,,,,
161.7142857,152,,,,,,,,,,
86,71,,,,,,,,,,
136.5,113,,,,,,,,,,
171.2142857,138,,,,,,,,,,
308.4285714,236,,,,,,,,,,
117.7857143,92,,,,,,,,,,
58,57,,,,,,,,,,
143,143,,,,,,,,,,
33,32,,,,,,,,,,
86,85,,,,,,,,,,
236,184,,,,,,,,,,
222,184,,,,,,,,,,
180.5714286,153,,,,,,,,,,
265,237,,,,,,,,,,
8,8,,,,,,,,,,
99.42857143,79,,,,,,,,,,
50.5,42,,,,,,,,,,
154,153,,,,,,,,,,
85.5,64,,,,,,,,,,
178.2857143,145,,,,,,,,,,
115,114,,,,,,,,,,
115,89,,,,,,,,,,
174.5,139,,,,,,,,,,
55.07142857,50,,,,,,,,,,
172,146,,,,,,,,,,
151,150,,,,,,,,,,
22,21,,,,,,,,,,
301,299,,,,,,,,,,
93,85,,,,,,,,,,
251.7142857,236,,,,,,,,,,
165.8571429,139,,,,,,,,,,
254.5714286,210,,,,,,,,,,
90,77,,,,,,,,,,
115,114,,,,,,,,,,
286,232,,,,,,,,,,
108,83,,,,,,,,,,
186,150,,,,,,,,,,
97.92857143,82,,,,,,,,,,
365.5714286,294,,,,,,,,,,
29,29,,,,,,,,,,
15.14285714,8,,,,,,,,,,
93.85714286,40,,,,,,,,,,
148.2857143,140,,,,,,,,,,
278.2857143,197,,,,,,,,,,
225.3571429,189,,,,,,,,,,
86,67,,,,,,,,,,
218.1428571,189,,,,,,,,,,
15.14285714,8,,,,,,,,,,
72,72,,,,,,,,,,
199.4285714,166,,,,,,,,,,
41,40,,,,,,,,,,
72,47,,,,,,,,,,
43,43,,,,,,,,,,
139.7142857,113,,,,,,,,,,
107.5,93,,,,,,,,,,
109.6428571,90,,,,,,,,,,
251,224,,,,,,,,,,
29,29,,,,,,,,,,
122.4285714,94,,,,,,,,,,
43,43,,,,,,,,,,
21,14,,,,,,,,,,
260,208,,,,,,,,,,
215,205,,,,,,,,,,
165,139,,,,,,,,,,
139.1428571,133,,,,,,,,,,
22,20,,,,,,,,,,
193.0714286,152,,,,,,,,,,
90,77,,,,,,,,,,
97,71,,,,,,,,,,
86,81,,,,,,,,,,
271.8571429,225,,,,,,,,,,
350.2142857,288,,,,,,,,,,
28,27,,,,,,,,,,
136,135,,,,,,,,,,
236,227,,,,,,,,,,
151,149,,,,,,,,,,
353.7857143,234,,,,,,,,,,
222,197,,,,,,,,,,
15,15,,,,,,,,,,
102.2857143,92,,,,,,,,,,
236,184,,,,,,,,,,
72,70,,,,,,,,,,
8,8,,,,,,,,,,
170.7857143,153,,,,,,,,,,
232,199,,,,,,,,,,
253.5714286,233,,,,,,,,,,
138,106,,,,,,,,,,
112.6428571,81,,,,,,,,,,
109.2857143,74,,,,,,,,,,
180.5,171,,,,,,,,,,
290.1428571,260,,,,,,,,,,
121,81,,,,,,,,,,
143,143,,,,,,,,,,
193.6428571,184,,,,,,,,,,
325.7142857,234,,,,,,,,,,
84.5,77,,,,,,,,,,
8,8,,,,,,,,,,
8,8,,,,,,,,,,
296.7142857,254,,,,,,,,,,
222,219,,,,,,,,,,
28,27,,,,,,,,,,
171.5,164,,,,,,,,,,
164.2857143,127,,,,,,,,,,
29,29,,,,,,,,,,
169.7142857,126,,,,,,,,,,
266,260,,,,,,,,,,
33,33,,,,,,,,,,
179,177,,,,,,,,,,
129,126,,,,,,,,,,
142,139,,,,,,,,,,
71,68,,,,,,,,,,
172,171,,,,,,,,,,
115,114,,,,,,,,,,
179,177,,,,,,,,,,
93,93,,,,,,,,,,
90,87,,,,,,,,,,
115,114,,,,,,,,,,
143,140,,,,,,,,,,
71,67,,,,,,,,,,
128,125,,,,,,,,,,
65,64,,,,,,,,,,
279,276,,,,,,,,,,
206.4285714,203,,,,,,,,,,
179,176,,,,,,,,,,
79,78,,,,,,,,,,
186,182,,,,,,,,,,
115,113,,,,,,,,,,
8,8,,,,,,,,,,
15,14,,,,,,,,,,
71,68,,,,,,,,,,
43,43,,,,,,,,,,
