routing type,vehicles,avg speed,avg time to finish trip,proportion of finished trips,optimaldiffavg,optimaldiff10%avg,dijdiffavg,dijdiff10%avg,algo processing time (ms),"(note only 80% of vehicles are tracked, the other 20% are used to initially populate the network)"
5 -> 15, 0.14380980017660816, 1.047077922077922, 0.8333333333333334
15 -> 5, 0.09781744176628362, 0.9301948051948052, 0.0
6 -> 9, 0.069823855996814, 0.7581168831168831, 0.0
9 -> 6, 0.05795347104731567, 0.702922077922078, 0.16666666666666666
6 -> 10, 0.09570966429962903, 0.3587662337662338, 1.3333333333333333
10 -> 6, 0.06389541314303515, 0.6477272727272727, 1.1666666666666667
7 -> 8, 0.03359933047361972, 0.4090909090909091, 0.3333333333333333
8 -> 7, 0.08215573925321147, 0.4772727272727273, 0.6666666666666666
7 -> 11, 0.08624149832410437, 0.6136363636363636, 0.6666666666666666
11 -> 7, 0.061875363996049, 0.4301948051948052, 0.3333333333333333
9 -> 10, 0.07884415091469513, 0.5194805194805194, 0.6666666666666666
10 -> 9, 0.05567208480703733, 0.413961038961039, 0.5
9 -> 12, 0.07921239752789698, 0.8636363636363636, 0.0
12 -> 9, 0.07426753690779513, 0.8668831168831169, 0.0
10 -> 16, 0.14088240997907556, 0.663961038961039, 1.8333333333333333
16 -> 10, 0.08170104170997457, 0.8246753246753247, 1.5
11 -> 12, 0.05717590976059965, 0.474025974025974, 0.6666666666666666
12 -> 11, 0.037650375449885094, 0.2564935064935065, 0.5
11 -> 13, 0.05055236311490875, 0.5048701298701299, 0.16666666666666666
13 -> 11, 0.02936083708286723, 0.4025974025974026, 0.16666666666666666
12 -> 13, 0.021641662073858352, 0.30194805194805197, 0.16666666666666666
13 -> 12, 0.0252337675557359, 0.21915584415584416, 0.0
12 -> 19, 0.07930320389215893, 0.9805194805194806, 0.6666666666666666
19 -> 12, 0.09534413045398127, 0.8262987012987013, 0.6666666666666666
13 -> 19, 0.0765623039440062, 0.8993506493506493, 0.0
19 -> 13, 0.070870864781259, 0.737012987012987, 0.3333333333333333
14 -> 15, 0.06562752019333125, 0.4318181818181818, 0.16666666666666666
15 -> 14, 0.02414295256021599, 0.2727272727272727, 0.3333333333333333
15 -> 16, 0.07772358489468327, 0.7077922077922078, 0.5
16 -> 15, 0.04465901035189856, 0.42207792207792205, 0.3333333333333333
15 -> 18, 0.05819906324658326, 0.6493506493506493, 0.3333333333333333
18 -> 15, 0.05506575274334886, 0.5681818181818182, 0.0
16 -> 19, 0.08628678420336763, 0.9545454545454546, 2.1666666666666665
19 -> 16, 0.13710367696014772, 0.5746753246753247, 1.5
16 -> 20, 0.13554902292271648, 0.5275974025974026, 1.3333333333333333
20 -> 16, 0.12069772788180853, 0.9642857142857143, 1.6666666666666667
17 -> 18, 0.08903058129724901, 0.5227272727272727, 0.3333333333333333
18 -> 17, 0.010474896663987104, 0.38636363636363635, 0.3333333333333333
18 -> 20, 0.05752212141700903, 0.8376623376623377, 0.6666666666666666
20 -> 18, 0.03581776191866325, 0.6428571428571429, 0.0
19 -> 21, 0.10697068163556629, 1.0405844155844155, 1.5
21 -> 19, 0.15727035691084784, 0.75, 2.5
19 -> 22, 0.051760756152673726, 1.3327922077922079, 0.0
22 -> 19, 0.14964097693853873, 1.176948051948052, 0.0
20 -> 21, 0.031245302730347164, 0.461038961038961, 0.0
21 -> 20, 0.0882323925160783, 0.7126623376623377, 0.0
20 -> 26, 0.07384973672796714, 0.7532467532467533, 1.0
26 -> 20, 0.1177773135903568, 1.0616883116883118, 0.5
21 -> 27, 0.045582601877504396, 0.7451298701298701, 0.16666666666666666
27 -> 21, 0.08532413684117887, 0.5064935064935064, 0.16666666666666666
21 -> 28, 0.07642766045587937, 0.5340909090909091, 1.5
28 -> 21, 0.13117400647086286, 0.5292207792207793, 2.1666666666666665
22 -> 24, 0.02913765218103444, 0.8392857142857143, 0.16666666666666666
24 -> 22, 0.12678723938648423, 0.913961038961039, 0.16666666666666666
22 -> 28, 0.05476907552097675, 0.6282467532467533, 0.3333333333333333
28 -> 22, 0.08025693853385588, 0.4431818181818182, 0.16666666666666666
23 -> 24, 0.07297824160647559, 0.4090909090909091, 0.3333333333333333
24 -> 23, 0.018246878845074966, 0.3181818181818182, 0.6666666666666666
24 -> 29, 0.09329333119600061, 0.5308441558441559, 1.0
29 -> 24, 0.08769088333904507, 0.6055194805194806, 1.0
24 -> 32, 0.017148825005034205, 0.3409090909090909, 0.5
32 -> 24, 0.06858005284999058, 0.3409090909090909, 0.5
25 -> 26, 0.0635937862655263, 0.36363636363636365, 0.3333333333333333
26 -> 25, 0.014118703963373669, 0.5, 0.16666666666666666
26 -> 27, 0.07166620074140458, 0.37337662337662336, 0.5
27 -> 26, 0.06615103080250309, 0.75, 0.4642857142857143
26 -> 31, 0.0634250839446518, 0.6314935064935064, 1.130952380952381
31 -> 26, 0.12241934888583618, 0.9042207792207793, 0.6666666666666666
27 -> 28, 0.04276815003298314, 0.4237012987012987, 0.5
28 -> 27, 0.0816691155279244, 0.5616883116883117, 0.4642857142857143
28 -> 29, 0.10380960865480544, 0.7905844155844156, 1.6666666666666667
29 -> 28, 0.17788162029744772, 0.7613636363636364, 1.7976190476190477
29 -> 30, 0.08107094395791478, 0.823051948051948, 0.5357142857142857
30 -> 29, 0.10680548391077105, 0.6866883116883117, 0.6666666666666666
30 -> 31, 0.047557369454097616, 0.4788961038961039, 0.03571428571428571
31 -> 30, 0.035220757165335084, 0.4107142857142857, 0.0
30 -> 34, 0.01950161832428655, 0.2727272727272727, 0.5
34 -> 30, 0.0584931745360883, 0.3181818181818182, 0.3333333333333333
31 -> 33, 0.029849221943758553, 0.29545454545454547, 0.8333333333333334
33 -> 31, 0.07591918357198377, 0.45454545454545453, 0.16666666666666666



0 -> 1, 0.011199999999999958, 0.46153846153846156, 0.0
1 -> 0, 0.0, 0.0, 0.0
1 -> 2, 0.014549999999999948, 1.0769230769230769, 0.0
2 -> 1, 0.0036999999999999607, 0.3076923076923077, 0.0
1 -> 5, 0.0, 0.0, 0.0
5 -> 1, 0.0010833333333333328, 0.0, 0.0
2 -> 3, 0.01750000000000004, 1.2307692307692308, 0.0
3 -> 2, 0.0069999999999999915, 0.6153846153846154, 0.0
2 -> 6, 0.018000000000000065, 1.2307692307692308, 0.0
6 -> 2, 0.01750000000000006, 0.6153846153846154, 1.5555555555555556
3 -> 7, 0.014000000000000016, 1.3846153846153846, 0.0
7 -> 3, 0.025500000000000096, 1.0769230769230769, 1.5555555555555556
3 -> 9, 0.025500000000000085, 0.46153846153846156, 1.5555555555555556
9 -> 3, 0.010500000000000004, 0.46153846153846156, 0.0
4 -> 5, 0.002750000000000002, 0.15384615384615385, 0.0
5 -> 4, 0.002375, 0.46153846153846156, 0.0
5 -> 6, 0.00924999999999993, 0.7692307692307693, 1.5555555555555556
6 -> 5, 0.013499999999999927, 1.2307692307692308, 0.0
5 -> 15, 0.0012499999999999994, 0.3076923076923077, 0.0
15 -> 5, 0.011000000000000041, 0.6153846153846154, 1.5555555555555556
6 -> 9, 0.006666666666666659, 0.46153846153846156, 1.5555555555555556
9 -> 6, 0.003333333333333332, 0.15384615384615385, 0.0
6 -> 10, 0.025000000000000088, 1.0769230769230769, 1.5555555555555556
10 -> 6, 0.015000000000000036, 1.2307692307692308, 0.0
7 -> 8, 0.005999999999999999, 0.7692307692307693, 1.5555555555555556
8 -> 7, 0.012312499999999952, 0.46153846153846156, 0.0
7 -> 11, 0.005125000000000018, 0.6153846153846154, 0.0
11 -> 7, 0.018812500000000027, 0.7692307692307693, 0.0
9 -> 10, 0.01750000000000005, 0.3076923076923077, 1.5555555555555556
10 -> 9, 0.012500000000000015, 0.9230769230769231, 0.0
9 -> 12, 0.001349999999999996, 0.15384615384615385, 0.0
12 -> 9, 0.0, 0.0, 0.0
10 -> 16, 0.03659999999999995, 1.6923076923076923, 3.111111111111111
16 -> 10, 0.029749999999999943, 1.8461538461538463, 0.0
11 -> 12, 0.0034999999999999988, 0.3076923076923077, 1.5555555555555556
12 -> 11, 0.016500000000000046, 0.3076923076923077, 0.0
11 -> 13, 0.003500000000000007, 0.15384615384615385, 1.5555555555555556
13 -> 11, 0.010375000000000014, 0.46153846153846156, 0.0
12 -> 13, 0.0, 0.0, 0.0
13 -> 12, 0.0, 0.0, 0.0
12 -> 19, 0.013416666666666698, 0.15384615384615385, 1.5555555555555556
19 -> 12, 0.009750000000000042, 0.46153846153846156, 0.0
13 -> 19, 0.005333333333333336, 0.0, 0.0
19 -> 13, 0.002333333333333329, 0.15384615384615385, 0.0
14 -> 15, 0.009250000000000006, 0.6153846153846154, 0.0
15 -> 14, 0.0, 0.0, 1.5555555555555556
15 -> 16, 0.008233333333333278, 0.6153846153846154, 0.0
16 -> 15, 0.002300000000000006, 0.0, 3.111111111111111
15 -> 18, 3.0E-4, 0.3076923076923077, 0.0
18 -> 15, 0.007399999999999927, 0.15384615384615385, 1.5555555555555556
16 -> 19, 0.010500000000000039, 1.0769230769230769, 1.5555555555555556
19 -> 16, 0.027833333333333453, 2.1538461538461537, 3.111111111111111
16 -> 20, 0.017500000000000022, 2.4615384615384617, 1.5555555555555556
20 -> 16, 0.011000000000000008, 0.7692307692307693, 0.0
17 -> 18, 0.011499999999999974, 0.46153846153846156, 0.0
18 -> 17, 0.0, 0.3076923076923077, 0.0
18 -> 20, 0.003583333333333333, 0.3076923076923077, 0.0
20 -> 18, 0.002249999999999993, 0.6153846153846154, 0.0
19 -> 21, 0.03350000000000007, 1.0769230769230769, 3.111111111111111
21 -> 19, 0.041000000000000085, 2.6153846153846154, 3.111111111111111
19 -> 22, 0.0, 0.0, 0.0
22 -> 19, 0.0, 0.0, 0.0
20 -> 21, 0.0, 0.0, 0.0
21 -> 20, 0.0, 0.0, 0.0
20 -> 26, 0.004375000000000015, 1.0769230769230769, 1.5555555555555556
26 -> 20, 0.010124999999999999, 0.6153846153846154, 0.0
21 -> 27, 0.007000000000000014, 0.15384615384615385, 1.5555555555555556
27 -> 21, 0.007250000000000016, 0.46153846153846156, 0.0
21 -> 28, 0.024666666666666785, 0.9230769230769231, 1.5555555555555556
28 -> 21, 0.04583333333333327, 2.1538461538461537, 3.111111111111111
22 -> 24, 0.0, 0.0, 0.0
24 -> 22, 0.0, 0.0, 0.0
22 -> 28, 0.016666666666666687, 0.7692307692307693, 0.0
28 -> 22, 0.018000000000000044, 0.15384615384615385, 0.0
23 -> 24, 0.01750000000000002, 0.7692307692307693, 0.0
24 -> 23, 0.0069999999999999915, 0.3076923076923077, 0.0
24 -> 29, 0.03800000000000002, 1.6923076923076923, 0.0
29 -> 24, 0.014000000000000028, 1.0769230769230769, 1.5555555555555556
24 -> 32, 0.003500000000000009, 0.46153846153846156, 1.5555555555555556
32 -> 24, 0.021125000000000022, 0.7692307692307693, 0.0
25 -> 26, 0.01190624999999998, 0.7692307692307693, 0.0
26 -> 25, 0.002281250000000007, 0.9230769230769231, 0.0
26 -> 27, 0.010999999999999992, 0.9230769230769231, 0.0
27 -> 26, 0.008500000000000023, 0.7692307692307693, 1.5555555555555556
26 -> 31, 0.006250000000000007, 1.0769230769230769, 3.111111111111111
31 -> 26, 0.014000000000000056, 0.7692307692307693, 0.0
27 -> 28, 0.010500000000000008, 0.6153846153846154, 0.0
28 -> 27, 0.007500000000000013, 0.6153846153846154, 0.0
28 -> 29, 0.025, 1.3846153846153846, 1.5555555555555556
29 -> 28, 0.061875000000000006, 2.3076923076923075, 3.111111111111111
29 -> 30, 0.013750000000000004, 0.3076923076923077, 0.0
30 -> 29, 0.019999999999999997, 0.7692307692307693, 1.5555555555555556
30 -> 31, 0.0, 0.0, 0.0
31 -> 30, 0.0, 0.0, 0.0
30 -> 34, 0.0038750000000000104, 0.15384615384615385, 0.0
34 -> 30, 0.007125000000000029, 0.3076923076923077, 0.0
31 -> 33, 0.0, 0.9230769230769231, 3.111111111111111
33 -> 31, 4.999999999999999E-4, 0.15384615384615385, 0.0



0 -> 1, 0.03210000000000007, 0.5054151624548736, 0.0
1 -> 0, 0.0, 0.4548736462093863, 0.0
1 -> 2, 0.043250000000000066, 0.7581227436823105, 0.0
2 -> 1, 0.01050000000000001, 0.7075812274368231, 0.0
1 -> 5, 0.011583333333333388, 0.30324909747292417, 0.6086956521739131
5 -> 1, 0.0027499999999999955, 0.20216606498194944, 0.0
2 -> 3, 0.005499999999999994, 0.30324909747292417, 0.0
3 -> 2, 0.027500000000000087, 0.35379061371841153, 0.6086956521739131
2 -> 6, 0.0704999999999998, 1.1624548736462095, 1.826086956521739
6 -> 2, 0.024500000000000077, 1.0613718411552346, 0.0
3 -> 7, 0.03600000000000007, 0.7075812274368231, 1.2173913043478262
7 -> 3, 0.05949999999999993, 0.5054151624548736, 0.6086956521739131
3 -> 9, 0.04699999999999993, 0.35379061371841153, 0.0
9 -> 3, 0.024500000000000098, 0.6064981949458483, 1.2173913043478262
4 -> 5, 0.03100000000000002, 0.4043321299638989, 0.6086956521739131
5 -> 4, 0.004750000000000018, 0.5054151624548736, 0.0
5 -> 6, 0.042099999999999936, 0.6570397111913358, 1.2173913043478262
6 -> 5, 0.022999999999999864, 0.8086642599277978, 0.6086956521739131
5 -> 15, 0.018750000000000013, 0.4548736462093863, 0.6086956521739131
15 -> 5, 0.04174999999999988, 0.4043321299638989, 0.6086956521739131
6 -> 9, 0.001333333333333334, 0.0, 0.0
9 -> 6, 0.0, 0.0, 0.0
6 -> 10, 0.07999999999999981, 1.6173285198555956, 3.0434782608695654
10 -> 6, 0.03250000000000004, 1.7184115523465704, 0.0
7 -> 8, 0.01837500000000009, 0.4043321299638989, 0.6086956521739131
8 -> 7, 0.021437499999999943, 0.20216606498194944, 0.6086956521739131
7 -> 11, 0.03831249999999998, 0.7581227436823105, 1.2173913043478262
11 -> 7, 0.05875000000000004, 0.7075812274368231, 1.2173913043478262
9 -> 10, 0.057999999999999885, 0.4548736462093863, 1.2173913043478262
10 -> 9, 0.0275000000000001, 0.8086642599277978, 1.2173913043478262
9 -> 12, 0.003449999999999965, 0.0, 0.0
12 -> 9, 0.0, 0.0, 0.0
10 -> 16, 0.10134999999999997, 2.2743682310469313, 1.826086956521739
16 -> 10, 0.06720000000000002, 2.375451263537906, 0.6086956521739131
11 -> 12, 0.045000000000000026, 0.8592057761732852, 1.2173913043478262
12 -> 11, 0.023000000000000093, 0.7075812274368231, 0.6086956521739131
11 -> 13, 0.005125000000000021, 0.15162454873646208, 0.6086956521739131
13 -> 11, 0.017749999999999953, 0.20216606498194944, 0.0
12 -> 13, 0.0, 0.0, 0.0
13 -> 12, 0.0, 0.0, 0.0
12 -> 19, 0.05800000000000003, 1.1624548736462095, 1.826086956521739
19 -> 12, 0.030583333333333313, 0.7075812274368231, 0.6086956521739131
13 -> 19, 0.019666666666666673, 0.35379061371841153, 0.0
19 -> 13, 0.009500000000000052, 0.15162454873646208, 0.6086956521739131
14 -> 15, 0.03775, 0.5054151624548736, 0.6086956521739131
15 -> 14, 0.0013749999999999984, 0.35379061371841153, 0.6086956521739131
15 -> 16, 0.027699999999999975, 0.6570397111913358, 1.2173913043478262
16 -> 15, 0.013299999999999998, 0.4043321299638989, 0.0
15 -> 18, 0.0038999999999999777, 0.15162454873646208, 0.0
18 -> 15, 0.021599999999999953, 0.2527075812274368, 0.0
16 -> 19, 0.04816666666666669, 2.072202166064982, 2.4347826086956523
19 -> 16, 0.14900000000000005, 2.375451263537906, 1.826086956521739
16 -> 20, 0.08949999999999977, 1.9205776173285198, 1.826086956521739
20 -> 16, 0.07199999999999984, 1.6173285198555956, 0.6086956521739131
17 -> 18, 0.018874999999999944, 0.2527075812274368, 0.0
18 -> 17, 0.002750000000000002, 0.4548736462093863, 0.0
18 -> 20, 0.017666666666666754, 0.4043321299638989, 0.0
20 -> 18, 0.010250000000000056, 0.35379061371841153, 0.6086956521739131
19 -> 21, 0.08849999999999969, 2.527075812274368, 1.826086956521739
21 -> 19, 0.20250000000000035, 2.628158844765343, 2.4347826086956523
19 -> 22, 0.0, 0.0, 0.0
22 -> 19, 0.0, 0.0, 0.0
20 -> 21, 0.0, 0.0, 0.0
21 -> 20, 0.0, 0.05054151624548736, 0.0
20 -> 26, 0.027625000000000028, 1.0613718411552346, 1.2173913043478262
26 -> 20, 0.03712500000000002, 0.8592057761732852, 0.0
21 -> 27, 0.03474999999999991, 0.7075812274368231, 0.6086956521739131
27 -> 21, 0.045999999999999895, 0.7075812274368231, 0.0
21 -> 28, 0.05766666666666666, 1.7184115523465704, 1.2173913043478262
28 -> 21, 0.1458333333333332, 1.9205776173285198, 2.4347826086956523
22 -> 24, 0.0, 0.0, 0.0
24 -> 22, 0.003499999999999995, 0.05054151624548736, 0.0
22 -> 28, 0.02866666666666674, 0.4043321299638989, 0.0
28 -> 22, 0.02166666666666675, 0.10108303249097472, 0.0
23 -> 24, 0.02550000000000007, 0.35379061371841153, 0.6086956521739131
24 -> 23, 0.007499999999999993, 0.20216606498194944, 0.6086956521739131
24 -> 29, 0.07099999999999981, 0.7075812274368231, 2.4347826086956523
29 -> 24, 0.022500000000000055, 0.7075812274368231, 0.6086956521739131
24 -> 32, 0.0065624999999999625, 0.20216606498194944, 0.0
32 -> 24, 0.029749999999999967, 0.20216606498194944, 1.826086956521739
25 -> 26, 0.037062499999999894, 0.5054151624548736, 0.0
26 -> 25, 0.008656250000000013, 0.5054151624548736, 0.6086956521739131
26 -> 27, 0.025999999999999985, 0.4548736462093863, 0.0
27 -> 26, 0.051625000000000046, 0.6570397111913358, 1.2173913043478262
26 -> 31, 0.03324999999999994, 1.0108303249097472, 1.2173913043478262
31 -> 26, 0.03324999999999991, 0.555956678700361, 0.0
27 -> 28, 0.028124999999999976, 0.4548736462093863, 0.0
28 -> 27, 0.03374999999999995, 0.35379061371841153, 0.6086956521739131
28 -> 29, 0.053124999999999985, 2.0216606498194944, 0.6086956521739131
29 -> 28, 0.14812500000000003, 1.667870036101083, 3.0434782608695654
29 -> 30, 0.016875, 0.6064981949458483, 0.0
30 -> 29, 0.046875, 0.7075812274368231, 0.0
30 -> 31, 0.0, 0.0, 0.0
31 -> 30, 3.000000000000001E-4, 0.10108303249097472, 0.0
30 -> 34, 0.00725000000000002, 0.20216606498194944, 0.0
34 -> 30, 0.03437499999999994, 0.4548736462093863, 0.0
31 -> 33, 0.012999999999999996, 0.30324909747292417, 0.0
33 -> 31, 0.017500000000000033, 0.2527075812274368, 0.0



0 -> 1, 0.06374999999999999, 0.4226415094339623, 0.4
1 -> 0, 4.000000000000002E-4, 0.5547169811320755, 0.4
1 -> 2, 0.07175000000000016, 0.5283018867924528, 0.6
2 -> 1, 0.029650000000000114, 0.6339622641509434, 0.2
1 -> 5, 0.03149999999999998, 0.2641509433962264, 0.2
5 -> 1, 0.024166666666666652, 0.23773584905660378, 0.4
2 -> 3, 0.03600000000000004, 0.47547169811320755, 0.6
3 -> 2, 0.0664999999999999, 0.5283018867924528, 0.8
2 -> 6, 0.15450000000000008, 1.1622641509433962, 1.4
6 -> 2, 0.04999999999999997, 0.8716981132075472, 0.4
3 -> 7, 0.06549999999999986, 0.7660377358490567, 0.6
7 -> 3, 0.12149999999999969, 0.7924528301886793, 0.8
3 -> 9, 0.09849999999999962, 0.7132075471698113, 0.8
9 -> 3, 0.040999999999999995, 0.6339622641509434, 0.4
4 -> 5, 0.08424999999999998, 0.5547169811320755, 0.6
5 -> 4, 0.012250000000000025, 0.5018867924528302, 1.0
5 -> 6, 0.1139000000000002, 0.9509433962264151, 0.6
6 -> 5, 0.05964999999999987, 1.0566037735849056, 1.4
5 -> 15, 0.039916666666666614, 0.5547169811320755, 0.8
15 -> 5, 0.07433333333333336, 0.5283018867924528, 0.0
6 -> 9, 0.005666666666666661, 0.07924528301886792, 0.0
9 -> 6, 0.010666666666666654, 0.1320754716981132, 0.2
6 -> 10, 0.153, 1.558490566037736, 1.4
10 -> 6, 0.06299999999999982, 1.2150943396226415, 1.0
7 -> 8, 0.03206249999999998, 0.3169811320754717, 0.4
8 -> 7, 0.06224999999999998, 0.4226415094339623, 0.8
7 -> 11, 0.06793750000000012, 0.5018867924528302, 0.6
11 -> 7, 0.09706249999999976, 0.47547169811320755, 0.4
9 -> 10, 0.09949999999999962, 0.7660377358490567, 0.6
10 -> 9, 0.03850000000000003, 0.7396226415094339, 0.4
9 -> 12, 0.005549999999999932, 0.07924528301886792, 0.0
12 -> 9, 0.008049999999999965, 0.07924528301886792, 0.0
10 -> 16, 0.19709999999999997, 2.218867924528302, 1.6
16 -> 10, 0.15454999999999955, 1.9018867924528302, 1.2
11 -> 12, 0.059999999999999894, 0.5283018867924528, 0.8
12 -> 11, 0.043000000000000003, 0.36981132075471695, 0.4
11 -> 13, 0.007125000000000026, 0.18490566037735848, 0.2
13 -> 11, 0.024250000000000004, 0.1320754716981132, 0.2
12 -> 13, 0.003500000000000007, 0.0, 0.2
13 -> 12, 0.0, 0.0, 0.0
12 -> 19, 0.09766666666666676, 0.7396226415094339, 1.2
19 -> 12, 0.05016666666666667, 0.5283018867924528, 0.6
13 -> 19, 0.0440833333333331, 0.3169811320754717, 0.0
19 -> 13, 0.016749999999999998, 0.3169811320754717, 0.4
14 -> 15, 0.05549999999999993, 0.39622641509433965, 0.2
15 -> 14, 0.01062500000000001, 0.29056603773584905, 0.4
15 -> 16, 0.0604333333333333, 0.4226415094339623, 0.6
16 -> 15, 0.022133333333333397, 0.29056603773584905, 0.4
15 -> 18, 0.004999999999999961, 0.2641509433962264, 0.2
18 -> 15, 0.036399999999999946, 0.23773584905660378, 0.0
16 -> 19, 0.08199999999999993, 2.218867924528302, 2.2
19 -> 16, 0.19350000000000003, 1.0830188679245283, 0.6
16 -> 20, 0.14399999999999982, 1.2943396226415094, 1.0
20 -> 16, 0.11249999999999993, 2.0339622641509436, 2.4
17 -> 18, 0.07925000000000003, 0.5811320754716981, 0.4
18 -> 17, 0.009500000000000024, 0.39622641509433965, 0.2
18 -> 20, 0.04083333333333337, 0.6339622641509434, 0.8
20 -> 18, 0.01669444444444453, 0.39622641509433965, 0.2
19 -> 21, 0.16249999999999992, 2.3245283018867924, 1.8
21 -> 19, 0.7985000000000003, 0.8981132075471698, 0.4
19 -> 22, 0.0, 0.0, 0.0
22 -> 19, 0.032666666666666594, 0.39622641509433965, 0.8
20 -> 21, 0.0, 0.0, 0.0
21 -> 20, 0.05350000000000003, 1.109433962264151, 1.0
20 -> 26, 0.052500000000000026, 1.0830188679245283, 0.8
26 -> 20, 0.08162499999999973, 0.7132075471698113, 0.4
21 -> 27, 0.0645, 0.5547169811320755, 0.2
27 -> 21, 0.0724999999999998, 0.39622641509433965, 0.0
21 -> 28, 0.10383333333333312, 1.8754716981132076, 1.8
28 -> 21, 0.24616666666666634, 1.4264150943396225, 1.2
22 -> 24, 0.0, 0.0, 0.0
24 -> 22, 0.015500000000000064, 0.07924528301886792, 0.4
22 -> 28, 0.01599999999999999, 0.07924528301886792, 0.2
28 -> 22, 0.05800000000000021, 0.4490566037735849, 0.4
23 -> 24, 0.046499999999999986, 0.29056603773584905, 0.4
24 -> 23, 0.019000000000000034, 0.2641509433962264, 0.8
24 -> 29, 0.14049999999999974, 0.9509433962264151, 0.8
29 -> 24, 0.06949999999999988, 1.0830188679245283, 1.2
24 -> 32, 0.009687499999999946, 0.39622641509433965, 0.4
32 -> 24, 0.06049999999999996, 0.39622641509433965, 0.6
25 -> 26, 0.05371874999999988, 0.36981132075471695, 0.2
26 -> 25, 0.014062500000000002, 0.39622641509433965, 0.2
26 -> 27, 0.055749999999999855, 0.47547169811320755, 0.0
27 -> 26, 0.07149999999999986, 0.5018867924528302, 0.8
26 -> 31, 0.05674999999999989, 0.7660377358490567, 1.4
31 -> 26, 0.08749999999999981, 0.6075471698113207, 0.4
27 -> 28, 0.05987499999999996, 0.5018867924528302, 0.2
28 -> 27, 0.053875000000000076, 0.29056603773584905, 0.6
28 -> 29, 0.13125000000000003, 1.9811320754716981, 1.6
29 -> 28, 0.31312499999999993, 1.769811320754717, 1.6
29 -> 30, 0.03749999999999999, 0.7132075471698113, 0.4
30 -> 29, 0.09, 0.5811320754716981, 0.6
30 -> 31, 4.5000000000000037E-4, 0.026415094339622643, 0.0
31 -> 30, 0.0075999999999999245, 0.07924528301886792, 0.0
30 -> 34, 0.012375000000000013, 0.29056603773584905, 0.4
34 -> 30, 0.050250000000000065, 0.29056603773584905, 0.4
31 -> 33, 0.028000000000000035, 0.3433962264150943, 0.8
33 -> 31, 0.04899999999999997, 0.36981132075471695, 0.0



0 -> 1, 0.08169999999999995, 0.3805436337625179, 0.27722772277227725
1 -> 0, 0.0032999999999999974, 0.4406294706723891, 0.27722772277227725
1 -> 2, 0.09159999999999972, 0.6008583690987125, 0.5544554455445545
2 -> 1, 0.04005000000000003, 0.48068669527896996, 0.4158415841584158
1 -> 5, 0.03825, 0.22031473533619456, 0.13861386138613863
5 -> 1, 0.040083333333333325, 0.24034334763948498, 0.27722772277227725
2 -> 3, 0.06999999999999992, 0.580829756795422, 0.5544554455445545
3 -> 2, 0.10999999999999976, 0.5608011444921316, 0.693069306930693
2 -> 6, 0.17650000000000002, 1.0815450643776825, 1.2475247524752475
6 -> 2, 0.07199999999999983, 0.8412017167381974, 0.4158415841584158
3 -> 7, 0.09049999999999968, 0.8412017167381974, 0.693069306930693
7 -> 3, 0.169, 0.9413447782546495, 0.693069306930693
3 -> 9, 0.12099999999999986, 0.8412017167381974, 0.693069306930693
9 -> 3, 0.06649999999999977, 0.6609442060085837, 0.4158415841584158
4 -> 5, 0.09649999999999996, 0.4406294706723891, 0.4158415841584158
5 -> 4, 0.016249999999999983, 0.3805436337625179, 0.693069306930693
5 -> 6, 0.14935000000000015, 0.9413447782546495, 0.5544554455445545
6 -> 5, 0.08854999999999977, 0.9413447782546495, 1.2475247524752475
5 -> 15, 0.05508333333333331, 0.5207439198855508, 0.8316831683168316
15 -> 5, 0.10474999999999991, 0.6609442060085837, 0.13861386138613863
6 -> 9, 0.007333333333333324, 0.1402002861230329, 0.0
9 -> 6, 0.023000000000000013, 0.1402002861230329, 0.13861386138613863
6 -> 10, 0.19600000000000004, 1.3619456366237481, 1.2475247524752475
10 -> 6, 0.07549999999999975, 1.1015736766809727, 1.108910891089109
7 -> 8, 0.03625000000000015, 0.4005722460658083, 0.5544554455445545
8 -> 7, 0.09187499999999993, 0.5207439198855508, 0.5544554455445545
7 -> 11, 0.08199999999999988, 0.5207439198855508, 0.5544554455445545
11 -> 7, 0.1096874999999998, 0.5207439198855508, 0.5544554455445545
9 -> 10, 0.13599999999999973, 0.9012875536480687, 0.5544554455445545
10 -> 9, 0.06299999999999988, 0.7410586552217453, 0.5544554455445545
9 -> 12, 0.007499999999999925, 0.060085836909871244, 0.0
12 -> 9, 0.011299999999999985, 0.08011444921316166, 0.0
10 -> 16, 0.26009999999999966, 2.1030042918454934, 1.6633663366336633
16 -> 10, 0.1772500000000002, 1.8025751072961373, 1.5247524752475248
11 -> 12, 0.07699999999999983, 0.5007153075822603, 0.5544554455445545
12 -> 11, 0.05199999999999995, 0.48068669527896996, 0.8316831683168316
11 -> 13, 0.013874999999999998, 0.20028612303290416, 0.13861386138613863
13 -> 11, 0.02537499999999997, 0.10014306151645208, 0.27722772277227725
12 -> 13, 0.003500000000000007, 0.0, 0.13861386138613863
13 -> 12, 7.499999999999997E-4, 0.020028612303290415, 0.0
12 -> 19, 0.12108333333333314, 0.6008583690987125, 0.5544554455445545
19 -> 12, 0.04816666666666669, 0.6609442060085837, 0.9702970297029703
13 -> 19, 0.05124999999999986, 0.22031473533619456, 0.0
19 -> 13, 0.0231666666666667, 0.32045779685264664, 0.13861386138613863
14 -> 15, 0.07862499999999972, 0.3805436337625179, 0.13861386138613863
