routing type,vehicles,avg speed,avg time to finish trip,proportion of finished trips,optimaldiffavg,optimaldiff10%avg,dijdiffavg,dijdiff10%avg,algo processing time (ms),"(note only 80% of vehicles are tracked, the other 20% are used to initially populate the network)"
12 -> 11, 0.042500000000000070.5300668151447662, 0.5490196078431373
11 -> 13, 0.0071250000000000290.2182628062360802, 0.5490196078431373
13 -> 11, 0.0214999999999999320.155902004454343, 0.27450980392156865
12 -> 13, 0.0035000000000000070.0, 0.27450980392156865
13 -> 12, 0.00412500000000001150.031180400890868598, 0.0
12 -> 19, 0.087000000000000060.6547884187082406, 1.3725490196078431
19 -> 12, 0.0547500000000000560.6859688195991092, 0.8235294117647058
13 -> 19, 0.037749999999999950.3741648106904232, 0.0
19 -> 13, 0.0195000000000000070.3741648106904232, 0.27450980392156865
14 -> 15, 0.053624999999999990.4053452115812918, 0.27450980392156865
15 -> 14, 0.00737500000000001350.3429844097995546, 0.5490196078431373
15 -> 16, 0.05823333333333331.0601336302895323, 0.8235294117647058
16 -> 15, 0.043133333333333410.8730512249443207, 0.5490196078431373
15 -> 18, 0.0047999999999999640.1870824053452116, 0.27450980392156865
18 -> 15, 0.0307000000000000120.311804008908686, 0.0
16 -> 19, 0.063833333333333311.7461024498886415, 2.196078431372549
19 -> 16, 0.24083333333333341.7149220489977728, 1.6470588235294117
16 -> 20, 0.117499999999999981.5278396436525612, 1.0980392156862746
20 -> 16, 0.089999999999999761.153674832962138, 0.8235294117647058
17 -> 18, 0.055625000000000070.5924276169265034, 0.27450980392156865
18 -> 17, 0.0060000000000000220.3741648106904232, 0.27450980392156865
18 -> 20, 0.030916666666666730.623608017817372, 0.27450980392156865
20 -> 18, 0.0154444444444445070.4053452115812918, 0.27450980392156865
19 -> 21, 0.135499999999999931.933184855233853, 1.9215686274509804
21 -> 19, 0.32899999999999972.089086859688196, 2.7450980392156863
19 -> 22, 0.00.0, 0.0
22 -> 19, 0.0158333333333333830.155902004454343, 0.0
20 -> 21, 0.0049999999999999750.2806236080178174, 0.0
21 -> 20, 0.0130999999999998760.3429844097995546, 0.0
20 -> 26, 0.047125000000000041.1224944320712695, 0.5490196078431373
26 -> 20, 0.060499999999999920.7171492204899778, 0.27450980392156865
21 -> 27, 0.0547499999999998540.5300668151447662, 0.27450980392156865
27 -> 21, 0.065749999999999770.5612472160356348, 0.0
21 -> 28, 0.086333333333333071.7461024498886415, 1.6470588235294117
28 -> 21, 0.21233333333333331.621380846325167, 2.7450980392156863
22 -> 24, 0.00.0, 0.0
24 -> 22, 0.0034999999999999950.031180400890868598, 0.27450980392156865
22 -> 28, 0.0109999999999999870.031180400890868598, 0.27450980392156865
28 -> 22, 0.032000000000000140.311804008908686, 0.0
23 -> 24, 0.0380000000000000550.2806236080178174, 0.27450980392156865
24 -> 23, 0.020000000000000050.2182628062360802, 0.8235294117647058
24 -> 29, 0.124999999999999990.8418708240534521, 1.6470588235294117
29 -> 24, 0.053999999999999861.0289532293986636, 1.3725490196078431
24 -> 32, 0.0066249999999999580.2806236080178174, 0.5490196078431373
32 -> 24, 0.0486874999999999740.2806236080178174, 1.3725490196078431
25 -> 26, 0.0472812499999998860.2806236080178174, 0.27450980392156865
26 -> 25, 0.0120312499999999780.4365256124721604, 0.0
26 -> 27, 0.0308749999999998780.3741648106904232, 0.0
27 -> 26, 0.057124999999999940.4053452115812918, 0.8235294117647058
26 -> 31, 0.0482499999999999670.6859688195991092, 1.3725490196078431
31 -> 26, 0.061749999999999620.5300668151447662, 0.27450980392156865
27 -> 28, 0.037999999999999970.3741648106904232, 0.27450980392156865
28 -> 27, 0.034624999999999930.24944320712694878, 0.5490196078431373
28 -> 29, 0.092500000000000011.8084632516703787, 1.3725490196078431
29 -> 28, 0.23375000000000011.6525612472160356, 2.7450980392156863
29 -> 30, 0.0343749999999999960.7171492204899778, 0.0
30 -> 29, 0.075625000000000030.7171492204899778, 0.8235294117647058
30 -> 31, 0.006749999999999930.031180400890868598, 0.0
31 -> 30, 0.018299999999999980.155902004454343, 0.0
30 -> 34, 0.0108749999999999850.24944320712694878, 0.0
34 -> 30, 0.038125000000000070.311804008908686, 0.5490196078431373
31 -> 33, 0.022000000000000030.3429844097995546, 0.5490196078431373
33 -> 31, 0.0420000000000000440.3741648106904232, 0.0



0 -> 1, 0.072949999999999930.38636363636363635, 0.3333333333333333
1 -> 0, 0.00169999999999999770.5227272727272727, 0.3333333333333333
1 -> 2, 0.080549999999999870.5454545454545454, 0.6666666666666666
2 -> 1, 0.034899999999999980.5909090909090909, 0.3333333333333333
1 -> 5, 0.0350833333333333760.22727272727272727, 0.16666666666666666
5 -> 1, 0.03291666666666660.25, 0.3333333333333333
2 -> 3, 0.0624999999999999440.75, 0.6666666666666666
3 -> 2, 0.085499999999999590.5454545454545454, 0.6666666666666666
2 -> 6, 0.155999999999999830.9090909090909091, 1.3333333333333333
6 -> 2, 0.060499999999999840.9545454545454546, 0.5
3 -> 7, 0.08449999999999960.9772727272727273, 0.6666666666666666
7 -> 3, 0.1420.7727272727272727, 0.6666666666666666
3 -> 9, 0.095999999999999750.6363636363636364, 0.8333333333333334
9 -> 3, 0.048999999999999930.5909090909090909, 0.3333333333333333
4 -> 5, 0.092124999999999820.5, 0.5
5 -> 4, 0.0133749999999999740.4090909090909091, 0.8333333333333334
5 -> 6, 0.072599999999999970.45454545454545453, 0.5
6 -> 5, 0.073699999999999890.6136363636363636, 1.3333333333333333
5 -> 15, 0.121499999999999971.0, 0.8333333333333334
15 -> 5, 0.090750000000000140.9545454545454546, 0.0
6 -> 9, 0.0066666666666666620.09090909090909091, 0.0
9 -> 6, 0.0143333333333333250.18181818181818182, 0.16666666666666666
6 -> 10, 0.15049999999999990.7272727272727273, 1.3333333333333333
10 -> 6, 0.054499999999999960.7954545454545454, 1.1666666666666667
7 -> 8, 0.0341250000000000860.4090909090909091, 0.3333333333333333
8 -> 7, 0.076374999999999940.4772727272727273, 0.6666666666666666
7 -> 11, 0.082562500000000140.7045454545454546, 0.6666666666666666
11 -> 7, 0.095812499999999970.5, 0.3333333333333333
9 -> 10, 0.103499999999999690.6136363636363636, 0.6666666666666666
10 -> 9, 0.053499999999999870.6818181818181818, 0.5
9 -> 12, 0.0124499999999999580.18181818181818182, 0.0
12 -> 9, 0.0183999999999999820.18181818181818182, 0.0
10 -> 16, 0.21640000000000021.2727272727272727, 1.8333333333333333
16 -> 10, 0.140199999999999331.3863636363636365, 1.5
11 -> 12, 0.077499999999999750.7727272727272727, 0.6666666666666666
12 -> 11, 0.064499999999999850.5, 0.5
11 -> 13, 0.0093750000000000190.13636363636363635, 0.16666666666666666
13 -> 11, 0.0176249999999999640.06818181818181818, 0.16666666666666666
12 -> 13, 0.0035000000000000070.022727272727272728, 0.16666666666666666
13 -> 12, 0.0066250000000000290.045454545454545456, 0.0
12 -> 19, 0.110916666666666541.0, 0.6666666666666666
19 -> 12, 0.064666666666666680.6818181818181818, 0.6666666666666666
13 -> 19, 0.048583333333333130.3181818181818182, 0.0
19 -> 13, 0.0253333333333333120.29545454545454547, 0.3333333333333333
14 -> 15, 0.064624999999999920.4318181818181818, 0.16666666666666666
15 -> 14, 0.0148749999999999750.2727272727272727, 0.3333333333333333
15 -> 16, 0.08103333333333350.9318181818181818, 0.5
16 -> 15, 0.059500000000000010.6363636363636364, 0.3333333333333333
15 -> 18, 0.0051999999999999590.25, 0.3333333333333333
18 -> 15, 0.038999999999999940.25, 0.0
16 -> 19, 0.096333333333333241.3636363636363635, 2.3333333333333335
19 -> 16, 0.231500000000000121.0, 1.0
16 -> 20, 0.145499999999999961.1136363636363635, 1.3333333333333333
20 -> 16, 0.120999999999999841.4772727272727273, 2.3333333333333335
17 -> 18, 0.087374999999999860.5227272727272727, 0.3333333333333333
18 -> 17, 0.0106250000000000060.38636363636363635, 0.3333333333333333
18 -> 20, 0.05147222222222230.5, 0.6666666666666666
20 -> 18, 0.019944444444444550.38636363636363635, 0.0
19 -> 21, 0.176000000000000181.8863636363636365, 1.5
21 -> 19, 0.60450000000000010.8863636363636364, 1.0
19 -> 22, 0.00108333333333333280.18181818181818182, 0.0
22 -> 19, 0.053999999999999820.7272727272727273, 0.8333333333333334
20 -> 21, 0.0038999999999999840.25, 0.0
21 -> 20, 0.076100000000000010.9772727272727273, 0.5
20 -> 26, 0.058874999999999970.9318181818181818, 1.0
26 -> 20, 0.094249999999999930.7727272727272727, 0.6666666666666666
21 -> 27, 0.065749999999999980.5, 0.16666666666666666
27 -> 21, 0.068999999999999850.36363636363636365, 0.0
21 -> 28, 0.122333333333333531.7045454545454546, 1.5
28 -> 21, 0.241000000000000131.3636363636363635, 1.3333333333333333
22 -> 24, 0.0019999999999999990.0, 0.16666666666666666
24 -> 22, 0.0208333333333333980.38636363636363635, 0.5
22 -> 28, 0.0240000000000000530.25, 0.16666666666666666
28 -> 22, 0.071333333333333470.45454545454545453, 0.5
23 -> 24, 0.068499999999999760.4090909090909091, 0.3333333333333333
24 -> 23, 0.0255000000000000330.3181818181818182, 0.6666666666666666
24 -> 29, 0.154999999999999750.75, 0.8333333333333334
29 -> 24, 0.089499999999999931.1363636363636365, 1.1666666666666667
24 -> 32, 0.0144374999999999490.3409090909090909, 0.5
32 -> 24, 0.070500000000000090.3409090909090909, 0.5
25 -> 26, 0.061281249999999990.36363636363636365, 0.3333333333333333
26 -> 25, 0.0154687499999999910.5, 0.16666666666666666
26 -> 27, 0.0516249999999998860.36363636363636365, 0.3333333333333333
27 -> 26, 0.075124999999999860.4318181818181818, 0.3333333333333333
26 -> 31, 0.053999999999999950.5227272727272727, 1.0
31 -> 26, 0.096000000000000090.6363636363636364, 0.6666666666666666
27 -> 28, 0.0473750000000001460.3409090909090909, 0.5
28 -> 27, 0.053624999999999790.2727272727272727, 0.3333333333333333
28 -> 29, 0.145624999999999951.75, 1.6666666666666667
29 -> 28, 0.4356251.5681818181818181, 1.3333333333333333
29 -> 30, 0.06750.75, 0.6666666666666666
30 -> 29, 0.129999999999999950.7727272727272727, 0.6666666666666666
30 -> 31, 0.0116499999999999120.11363636363636363, 0.16666666666666666
31 -> 30, 0.0249499999999999620.20454545454545456, 0.0
30 -> 34, 0.016499999999999980.2727272727272727, 0.5
34 -> 30, 0.055375000000000040.3181818181818182, 0.3333333333333333
31 -> 33, 0.028000000000000030.29545454545454547, 0.8333333333333334
33 -> 31, 0.071999999999999840.45454545454545453, 0.16666666666666666



0 -> 1, 0.094926112564195110.28865979381443296, 0.33070866141732286
1 -> 0, 0.0069331972527163330.36884306987399773, 0.2204724409448819
1 -> 2, 0.122494567412514230.6093928980526919, 0.7716535433070866
2 -> 1, 0.049798809295711270.5131729667812142, 0.4409448818897638
1 -> 5, 0.0411681444153826760.14432989690721648, 0.0
5 -> 1, 0.045322496509415310.22451317296678122, 0.2204724409448819
2 -> 3, 0.09396253534813850.9140893470790378, 0.4409448818897638
3 -> 2, 0.130262082456708060.4650630011454754, 0.5511811023622047
2 -> 6, 0.18668767408694460.6093928980526919, 1.3228346456692914
6 -> 2, 0.085044332461482670.9140893470790378, 0.5511811023622047
3 -> 7, 0.149298505240651831.1374570446735395, 0.4409448818897638
7 -> 3, 0.208622653143435950.7697594501718213, 0.6614173228346457
3 -> 9, 0.145568497374899130.6735395189003437, 0.6614173228346457
9 -> 3, 0.08519210733309260.6242840778923253, 0.2204724409448819
4 -> 5, 0.116848270289620660.49713631156930127, 0.4409448818897638
5 -> 4, 0.0221196976460039940.3528064146620848, 0.5511811023622047
5 -> 6, 0.094484918457779650.54524627720504, 0.6614173228346457
6 -> 5, 0.112596053666546640.49713631156930127, 0.9921259842519685
5 -> 15, 0.166832840750428230.9621993127147767, 0.6614173228346457
15 -> 5, 0.13208702770512390.9942726231386025, 0.33070866141732286
6 -> 9, 0.0136262748684266350.19243986254295534, 0.0
9 -> 6, 0.042405250437516970.16036655211912945, 0.0
6 -> 10, 0.157828581148932420.6093928980526919, 1.4330708661417322
10 -> 6, 0.087130998701773650.8018327605956472, 1.4330708661417322
7 -> 8, 0.043761572154394450.4009163802978236, 0.33070866141732286
8 -> 7, 0.119597042376238760.4650630011454754, 0.5511811023622047
7 -> 11, 0.11308398184148330.8820160366552119, 0.5511811023622047
11 -> 7, 0.107821681444375720.5143184421534936, 0.4409448818897638
9 -> 10, 0.149058153133886570.6254295532646048, 0.6614173228346457
10 -> 9, 0.071288681933597760.6872852233676976, 0.33070866141732286
9 -> 12, 0.0248301460738084640.22451317296678122, 0.0
12 -> 9, 0.0255303153503635660.12943871706758306, 0.11023622047244094
10 -> 16, 0.28461969764600371.122565864833906, 1.984251968503937
16 -> 10, 0.17689738422510341.473081328751432, 1.763779527559055
11 -> 12, 0.096011821989728550.8820160366552119, 0.5511811023622047
12 -> 11, 0.073511937605399880.6746849942726232, 0.7716535433070866
11 -> 13, 0.0197655163615190270.14432989690721648, 0.11023622047244094
13 -> 11, 0.020513299738444850.048109965635738834, 0.33070866141732286
12 -> 13, 0.00348965575898731870.016036655211912942, 0.11023622047244094
13 -> 12, 0.0158650251961662930.06414662084765177, 0.0
12 -> 19, 0.140054184119590641.138602520045819, 0.5511811023622047
19 -> 12, 0.081677822428837320.8843069873997709, 0.8818897637795275
13 -> 19, 0.052643355800988090.1764032073310424, 0.11023622047244094
19 -> 13, 0.031945482766630580.28865979381443296, 0.11023622047244094
14 -> 15, 0.097456645616564090.3848797250859107, 0.2204724409448819
15 -> 14, 0.029135952881880980.2565864833906071, 0.2204724409448819
15 -> 16, 0.1199804129186651.0584192439862543, 0.33070866141732286
16 -> 15, 0.072143424248352970.6254295532646048, 0.5511811023622047
15 -> 18, 0.007367089791710810.19243986254295534, 0.33070866141732286
18 -> 15, 0.065192107333092680.36884306987399773, 0.2204724409448819
16 -> 19, 0.13932432827914761.3631156930126003, 2.425196850393701
19 -> 16, 0.203873216071745630.8041237113402062, 0.8976377952755905
16 -> 20, 0.17442759031291121.1557846506300113, 0.9921259842519685
20 -> 16, 0.32726178105983761.7285223367697595, 2.62992125984252
17 -> 18, 0.132367002615551230.5292096219931272, 0.5511811023622047
18 -> 17, 0.0105935978397829320.36884306987399773, 0.4409448818897638
18 -> 20, 0.077576785051686050.48109965635738833, 0.6614173228346457
20 -> 18, 0.0276988440246418240.41695303550973656, 0.2204724409448819
19 -> 21, 0.28234874869699921.686139747995418, 2.094488188976378
21 -> 19, 0.80449967069436560.13287514318442153, 0.12598425196850394
19 -> 22, 0.0094627231683184370.4146620847651776, 0.0
22 -> 19, 0.16865710484238271.395189003436426, 1.2125984251968505
20 -> 21, 0.0123117178029369420.4650630011454754, 0.2204724409448819
21 -> 20, 0.178481591609361220.9438717067583047, 0.6456692913385826
20 -> 26, 0.076606397907559190.9140893470790378, 0.7716535433070866
26 -> 20, 0.172129042545679151.0400916380297824, 1.1023622047244095
21 -> 27, 0.084767472517613850.36884306987399773, 0.33070866141732286
27 -> 21, 0.0591838722067363140.24398625429553264, 0.11023622047244094
21 -> 28, 0.171799664051115691.8144329896907216, 1.6535433070866141
28 -> 21, 0.19796538754632180.6403207331042382, 0.4409448818897638
22 -> 24, 0.0078594402273177450.20847651775486828, 0.11023622047244094
24 -> 22, 0.23695236475177911.3963344788087055, 1.1023622047244095
22 -> 28, 0.067762227750307730.5280641466208477, 0.11023622047244094
28 -> 22, 0.081436489938929190.3848797250859107, 0.2204724409448819
23 -> 24, 0.101846314133525560.44902634593356244, 0.11023622047244094
24 -> 23, 0.028914290574466390.30469644902634596, 0.5511811023622047
24 -> 29, 0.120291637431029910.19243986254295534, 0.4409448818897638
29 -> 24, 0.366454022876858961.4604810996563573, 1.6535433070866141
24 -> 32, 0.032002455826763570.5292096219931272, 0.33070866141732286
32 -> 24, 0.09607413727113930.36884306987399773, 0.33070866141732286
25 -> 26, 0.084144210733309350.36884306987399773, 0.5511811023622047
26 -> 25, 0.021076473496058070.5292096219931272, 0.11023622047244094
26 -> 27, 0.064817237566582490.30584192439862545, 0.6614173228346457
27 -> 26, 0.093108375326943910.3848797250859107, 0.33070866141732286
26 -> 31, 0.070559588356022410.48109965635738833, 0.8818897637795275
31 -> 26, 0.18334579319956670.9129438717067583, 1.2125984251968505
27 -> 28, 0.0549377219940260650.31844215349369986, 0.6614173228346457
28 -> 27, 0.05514679679356240.28865979381443296, 0.2204724409448819
28 -> 29, 0.191677351109221821.6357388316151202, 2.094488188976378
29 -> 28, 0.82427090642242460.3528064146620848, 0.33070866141732286
29 -> 30, 0.090357158045207160.8339060710194731, 0.6614173228346457
30 -> 29, 0.177337839005135640.6426116838487973, 0.4409448818897638
30 -> 31, 0.040216423475694320.3516609392898053, 0.11023622047244094
31 -> 30, 0.039651034424101230.16036655211912945, 0.0
30 -> 34, 0.033437934553923780.3528064146620848, 0.5511811023622047
34 -> 30, 0.086641385469366570.36884306987399773, 0.2204724409448819
31 -> 33, 0.0295605876973600930.30469644902634596, 0.7716535433070866
33 -> 31, 0.10847487827182620.4650630011454754, 0.2204724409448819



0 -> 1, 0.05460000000000003, 0.49888641425389757, 0.0
1 -> 0, 0.0, 0.5612472160356348, 0.27450980392156865
1 -> 2, 0.06380000000000025, 0.5612472160356348, 0.0
2 -> 1, 0.024200000000000093, 0.5924276169265034, 0.27450980392156865
1 -> 5, 0.025999999999999975, 0.311804008908686, 0.27450980392156865
5 -> 1, 0.012583333333333354, 0.2806236080178174, 0.0
2 -> 3, 0.03150000000000005, 0.46770601336302897, 0.27450980392156865
3 -> 2, 0.04300000000000002, 0.3741648106904232, 0.8235294117647058
2 -> 6, 0.11999999999999982, 1.0601336302895323, 1.3725490196078431
6 -> 2, 0.048999999999999926, 0.8730512249443207, 0.5490196078431373
3 -> 7, 0.06149999999999991, 0.7171492204899778, 0.8235294117647058
7 -> 3, 0.07749999999999978, 0.6859688195991092, 0.8235294117647058
3 -> 9, 0.07599999999999972, 0.6547884187082406, 0.5490196078431373
9 -> 3, 0.03650000000000008, 0.46770601336302897, 0.5490196078431373
4 -> 5, 0.07675000000000005, 0.5924276169265034, 0.5490196078431373
5 -> 4, 0.010000000000000014, 0.46770601336302897, 1.0980392156862746
5 -> 6, 0.05580000000000002, 0.3741648106904232, 0.8235294117647058
6 -> 5, 0.04415, 0.49888641425389757, 1.3725490196078431
5 -> 15, 0.07349999999999998, 1.0601336302895323, 0.8235294117647058
15 -> 5, 0.0634166666666666, 1.0913140311804008, 0.0
6 -> 9, 0.003333333333333332, 0.031180400890868598, 0.0
9 -> 6, 0.006666666666666664, 0.155902004454343, 0.27450980392156865
6 -> 10, 0.11699999999999987, 0.9977728285077951, 1.3725490196078431
10 -> 6, 0.045500000000000006, 0.8106904231625836, 1.0980392156862746
7 -> 8, 0.02806249999999999, 0.4053452115812918, 0.5490196078431373
8 -> 7, 0.05031249999999992, 0.4053452115812918, 0.8235294117647058
7 -> 11, 0.05737500000000005, 0.49888641425389757, 0.8235294117647058
11 -> 7, 0.08462500000000019, 0.623608017817372, 0.8235294117647058
9 -> 10, 0.08249999999999978, 0.623608017817372, 0.8235294117647058
10 -> 9, 0.03750000000000005, 0.623608017817372, 0.5490196078431373
9 -> 12, 0.004849999999999939, 0.031180400890868598, 0.0
12 -> 9, 0.010749999999999945, 0.12472160356347439, 0.0
10 -> 16, 0.16655000000000006, 1.621380846325167, 1.6470588235294117
16 -> 10, 0.1053500000000002, 1.2783964365256124, 1.0980392156862746
11 -> 12, 0.05349999999999997, 0.46770601336302897, 0.8235294117647058
12 -> 11, 0.04250000000000007, 0.5300668151447662, 0.5490196078431373
11 -> 13, 0.007125000000000029, 0.2182628062360802, 0.5490196078431373
13 -> 11, 0.021499999999999932, 0.155902004454343, 0.27450980392156865
12 -> 13, 0.003500000000000007, 0.0, 0.27450980392156865
13 -> 12, 0.0041250000000000115, 0.031180400890868598, 0.0
12 -> 19, 0.08700000000000006, 0.6547884187082406, 1.3725490196078431
19 -> 12, 0.054750000000000056, 0.6859688195991092, 0.8235294117647058
13 -> 19, 0.03774999999999995, 0.3741648106904232, 0.0
19 -> 13, 0.019500000000000007, 0.3741648106904232, 0.27450980392156865
14 -> 15, 0.05362499999999999, 0.4053452115812918, 0.27450980392156865
15 -> 14, 0.0073750000000000135, 0.3429844097995546, 0.5490196078431373
15 -> 16, 0.0582333333333333, 1.0601336302895323, 0.8235294117647058
16 -> 15, 0.04313333333333341, 0.8730512249443207, 0.5490196078431373
15 -> 18, 0.004799999999999964, 0.1870824053452116, 0.27450980392156865
18 -> 15, 0.030700000000000012, 0.311804008908686, 0.0
16 -> 19, 0.06383333333333331, 1.7461024498886415, 2.196078431372549
19 -> 16, 0.2408333333333334, 1.7149220489977728, 1.6470588235294117
16 -> 20, 0.11749999999999998, 1.5278396436525612, 1.0980392156862746
20 -> 16, 0.08999999999999976, 1.153674832962138, 0.8235294117647058
17 -> 18, 0.05562500000000007, 0.5924276169265034, 0.27450980392156865
18 -> 17, 0.006000000000000022, 0.3741648106904232, 0.27450980392156865
18 -> 20, 0.03091666666666673, 0.623608017817372, 0.27450980392156865
20 -> 18, 0.015444444444444507, 0.4053452115812918, 0.27450980392156865
19 -> 21, 0.13549999999999993, 1.933184855233853, 1.9215686274509804
21 -> 19, 0.3289999999999997, 2.089086859688196, 2.7450980392156863
19 -> 22, 0.0, 0.0, 0.0
22 -> 19, 0.015833333333333383, 0.155902004454343, 0.0
20 -> 21, 0.004999999999999975, 0.2806236080178174, 0.0
21 -> 20, 0.013099999999999876, 0.3429844097995546, 0.0
20 -> 26, 0.04712500000000004, 1.1224944320712695, 0.5490196078431373
26 -> 20, 0.06049999999999992, 0.7171492204899778, 0.27450980392156865
21 -> 27, 0.054749999999999854, 0.5300668151447662, 0.27450980392156865
27 -> 21, 0.06574999999999977, 0.5612472160356348, 0.0
21 -> 28, 0.08633333333333307, 1.7461024498886415, 1.6470588235294117
28 -> 21, 0.2123333333333333, 1.621380846325167, 2.7450980392156863
22 -> 24, 0.0, 0.0, 0.0
24 -> 22, 0.003499999999999995, 0.031180400890868598, 0.27450980392156865
22 -> 28, 0.010999999999999987, 0.031180400890868598, 0.27450980392156865
28 -> 22, 0.03200000000000014, 0.311804008908686, 0.0
23 -> 24, 0.038000000000000055, 0.2806236080178174, 0.27450980392156865
24 -> 23, 0.02000000000000005, 0.2182628062360802, 0.8235294117647058
24 -> 29, 0.12499999999999999, 0.8418708240534521, 1.6470588235294117
29 -> 24, 0.05399999999999986, 1.0289532293986636, 1.3725490196078431
24 -> 32, 0.006624999999999958, 0.2806236080178174, 0.5490196078431373
32 -> 24, 0.048687499999999974, 0.2806236080178174, 1.3725490196078431
25 -> 26, 0.047281249999999886, 0.2806236080178174, 0.27450980392156865
26 -> 25, 0.012031249999999978, 0.4365256124721604, 0.0
26 -> 27, 0.030874999999999878, 0.3741648106904232, 0.0
27 -> 26, 0.05712499999999994, 0.4053452115812918, 0.8235294117647058
26 -> 31, 0.048249999999999967, 0.6859688195991092, 1.3725490196078431
31 -> 26, 0.06174999999999962, 0.5300668151447662, 0.27450980392156865
27 -> 28, 0.03799999999999997, 0.3741648106904232, 0.27450980392156865
28 -> 27, 0.03462499999999993, 0.24944320712694878, 0.5490196078431373
28 -> 29, 0.09250000000000001, 1.8084632516703787, 1.3725490196078431
29 -> 28, 0.2337500000000001, 1.6525612472160356, 2.7450980392156863
29 -> 30, 0.034374999999999996, 0.7171492204899778, 0.0
30 -> 29, 0.07562500000000003, 0.7171492204899778, 0.8235294117647058
30 -> 31, 0.00674999999999993, 0.031180400890868598, 0.0
31 -> 30, 0.01829999999999998, 0.155902004454343, 0.0
30 -> 34, 0.010874999999999985, 0.24944320712694878, 0.0
34 -> 30, 0.03812500000000007, 0.311804008908686, 0.5490196078431373
31 -> 33, 0.02200000000000003, 0.3429844097995546, 0.5490196078431373
33 -> 31, 0.042000000000000044, 0.3741648106904232, 0.0



0 -> 1, 0.07294999999999993, 0.38636363636363635, 0.3333333333333333
1 -> 0, 0.0016999999999999977, 0.5227272727272727, 0.3333333333333333
1 -> 2, 0.08054999999999987, 0.5454545454545454, 0.6666666666666666
2 -> 1, 0.03489999999999998, 0.5909090909090909, 0.3333333333333333
1 -> 5, 0.035083333333333376, 0.22727272727272727, 0.16666666666666666
5 -> 1, 0.0329166666666666, 0.25, 0.3333333333333333
2 -> 3, 0.062499999999999944, 0.75, 0.6666666666666666
3 -> 2, 0.08549999999999959, 0.5454545454545454, 0.6666666666666666
2 -> 6, 0.15599999999999983, 0.9090909090909091, 1.3333333333333333
6 -> 2, 0.06049999999999984, 0.9545454545454546, 0.5
3 -> 7, 0.0844999999999996, 0.9772727272727273, 0.6666666666666666
7 -> 3, 0.142, 0.7727272727272727, 0.6666666666666666
3 -> 9, 0.09599999999999975, 0.6363636363636364, 0.8333333333333334
9 -> 3, 0.04899999999999993, 0.5909090909090909, 0.3333333333333333
4 -> 5, 0.09212499999999982, 0.5, 0.5
5 -> 4, 0.013374999999999974, 0.4090909090909091, 0.8333333333333334
5 -> 6, 0.07259999999999997, 0.45454545454545453, 0.5
6 -> 5, 0.07369999999999989, 0.6136363636363636, 1.3333333333333333
5 -> 15, 0.12149999999999997, 1.0, 0.8333333333333334
15 -> 5, 0.09075000000000014, 0.9545454545454546, 0.0
6 -> 9, 0.006666666666666662, 0.09090909090909091, 0.0
9 -> 6, 0.014333333333333325, 0.18181818181818182, 0.16666666666666666
6 -> 10, 0.1504999999999999, 0.7272727272727273, 1.3333333333333333
10 -> 6, 0.05449999999999996, 0.7954545454545454, 1.1666666666666667
7 -> 8, 0.034125000000000086, 0.4090909090909091, 0.3333333333333333
8 -> 7, 0.07637499999999994, 0.4772727272727273, 0.6666666666666666
7 -> 11, 0.08256250000000014, 0.7045454545454546, 0.6666666666666666
11 -> 7, 0.09581249999999997, 0.5, 0.3333333333333333
9 -> 10, 0.10349999999999969, 0.6136363636363636, 0.6666666666666666
10 -> 9, 0.05349999999999987, 0.6818181818181818, 0.5
9 -> 12, 0.012449999999999958, 0.18181818181818182, 0.0
12 -> 9, 0.018399999999999982, 0.18181818181818182, 0.0
10 -> 16, 0.2164000000000002, 1.2727272727272727, 1.8333333333333333
16 -> 10, 0.14019999999999933, 1.3863636363636365, 1.5
11 -> 12, 0.07749999999999975, 0.7727272727272727, 0.6666666666666666
12 -> 11, 0.06449999999999985, 0.5, 0.5
11 -> 13, 0.009375000000000019, 0.13636363636363635, 0.16666666666666666
13 -> 11, 0.017624999999999964, 0.06818181818181818, 0.16666666666666666
12 -> 13, 0.003500000000000007, 0.022727272727272728, 0.16666666666666666
13 -> 12, 0.006625000000000029, 0.045454545454545456, 0.0
12 -> 19, 0.11091666666666654, 1.0, 0.6666666666666666
19 -> 12, 0.06466666666666668, 0.6818181818181818, 0.6666666666666666
13 -> 19, 0.04858333333333313, 0.3181818181818182, 0.0
19 -> 13, 0.025333333333333312, 0.29545454545454547, 0.3333333333333333
14 -> 15, 0.06462499999999992, 0.4318181818181818, 0.16666666666666666
15 -> 14, 0.014874999999999975, 0.2727272727272727, 0.3333333333333333
15 -> 16, 0.0810333333333335, 0.9318181818181818, 0.5
16 -> 15, 0.05950000000000001, 0.6363636363636364, 0.3333333333333333
15 -> 18, 0.005199999999999959, 0.25, 0.3333333333333333
18 -> 15, 0.03899999999999994, 0.25, 0.0
16 -> 19, 0.09633333333333324, 1.3636363636363635, 2.3333333333333335
19 -> 16, 0.23150000000000012, 1.0, 1.0
16 -> 20, 0.14549999999999996, 1.1136363636363635, 1.3333333333333333
20 -> 16, 0.12099999999999984, 1.4772727272727273, 2.3333333333333335
17 -> 18, 0.08737499999999986, 0.5227272727272727, 0.3333333333333333
18 -> 17, 0.010625000000000006, 0.38636363636363635, 0.3333333333333333
18 -> 20, 0.0514722222222223, 0.5, 0.6666666666666666
