3, 2500, 13.953446860162078, 168.066, 1.0, 46.20021207957662, 302.7961782383943, 43.58830027764586, 294.14967634659877,118.33757400000046, 0.1
3, 2500, 13.953446860162078, 168.066, 1.0, 46.20021207957662, 302.7961782383943, 43.58830027764586, 294.14967634659877,105.14363600000023, 0.1
3, 3750, 13.952974942046582, 181.18, 1.0, 71.7253601853989, 469.35839416962335, 68.33273446556467, 456.1392218771007,101.14229799999947, 0.1
3, 5000, 13.939847287834237, 173.791, 1.0, 52.2806238572468, 330.34364594164146, 48.97856118006444, 320.66922625387514,59.32039900000024, 0.1
3, 2500, 13.949551315888696, 159.132, 1.0, 30.225495476629355, 163.7010790776454, 27.973950719242744, 157.82407746240912,100.63938499999949, 0.0
3, 3750, 13.941524526096641, 156.45142857142858, 1.0, 37.155461022786774, 230.56954468071302, 34.71131074607189, 224.09261544856332,39.1921640000002, 0.0
3, 5000, 13.876356857592254, 154.493, 1.0, 27.33195119371391, 149.06783695651617, 23.266005906027658, 140.90235487860792,76.28463200000039, 0.0
3, 2500, 13.95023615074289, 162.608, 1.0, Infinity, Infinity, Infinity, Infinity,94.02175899999962, 0.0
3, 3750, 13.942789236906883, 151.47, 1.0, Infinity, Infinity, Infinity, Infinity,116.93090599999984, 0.0
3, 5000, 13.893648240819648, 156.067, 1.0, Infinity, Infinity, Infinity, Infinity,90.30663599999966, 0.0
3, 6250, 13.770969896759407, 153.44416666666666, 1.0, Infinity, Infinity, Infinity, Infinity,139.15087999999955, 0.0
3, 7500, 12.473329038745561, 169.72266666666667, 1.0, Infinity, Infinity, Infinity, Infinity,383.9548829992242, 0.0
3, 8750, 9.048851849007429, 237.44058823529411, 1.0, Infinity, Infinity, Infinity, Infinity,1651.2881080057998, 0.0
3, 10000, 5.59038373835429, 383.725, 1.0, Infinity, Infinity, Infinity, Infinity,4289.34174203643, 0.0
3, 11250, 4.41520663651498, 481.9068181818182, 1.0, Infinity, Infinity, Infinity, Infinity,8522.6407599546, 0.0
3, 12500, 3.2263456038137175, 668.9116, 1.0, Infinity, Infinity, Infinity, Infinity,15838.749254085911, 0.0
3, 13750, 2.683128063034995, 838.1, 1.0, Infinity, Infinity, Infinity, Infinity,28769.976325361935, 0.0
3, 2500, 13.953643860040115, 170.506, 1.0, Infinity, Infinity, Infinity, Infinity,81.79941299999999, 0.1
3, 3750, 13.952979086173723, 182.65428571428572, 1.0, Infinity, Infinity, Infinity, Infinity,96.04614399999925, 0.1
3, 5000, 13.937412639920526, 173.134, 1.0, Infinity, Infinity, Infinity, Infinity,71.45905799999967, 0.1
3, 6250, 13.862520698811473, 170.09833333333333, 1.0, Infinity, Infinity, Infinity, Infinity,54.98340599999963, 0.1
3, 7500, 11.893498089771809, 186.88866666666667, 1.0, Infinity, Infinity, Infinity, Infinity,291.9463339999334, 0.1
3, 8750, 9.092018526233245, 240.04117647058823, 1.0, Infinity, Infinity, Infinity, Infinity,1807.1260170050111, 0.1
3, 10000, 5.903414260144648, 370.417, 1.0, Infinity, Infinity, Infinity, Infinity,3819.091643021761, 0.1
3, 11250, 4.5102271270768375, 485.85136363636366, 1.0, Infinity, Infinity, Infinity, Infinity,7582.428191059197, 0.1
3, 12500, 3.2888945207384057, 681.8364, 1.0, Infinity, Infinity, Infinity, Infinity,17806.513765296564, 0.1
3, 13750, 2.74538554309592, 832.5485185185186, 1.0, Infinity, Infinity, Infinity, Infinity,27966.656086213494, 0.1
3, 2500, 13.94203359909708, 138.218, 1.0, Infinity, Infinity, Infinity, Infinity,56.215621999999854, 0.2
3, 3750, 13.93558913949717, 143.58714285714285, 1.0, Infinity, Infinity, Infinity, Infinity,108.59726799999943, 0.2
3, 5000, 13.919127518763197, 169.081, 1.0, Infinity, Infinity, Infinity, Infinity,82.61149399999948, 0.2
3, 6250, 13.747925133077672, 174.71, 1.0, Infinity, Infinity, Infinity, Infinity,104.41360199999936, 0.2
3, 7500, 11.583298609795825, 211.192, 1.0, Infinity, Infinity, Infinity, Infinity,992.6406669981676, 0.2
3, 8750, 8.68276911535281, 276.00235294117647, 1.0, Infinity, Infinity, Infinity, Infinity,2289.811284008382, 0.2
3, 10000, 6.087640585532276, 396.289, 1.0, Infinity, Infinity, Infinity, Infinity,5136.160169041241, 0.2
3, 11250, 4.427643998495086, 548.5063636363636, 1.0, Infinity, Infinity, Infinity, Infinity,9001.35436693784, 0.2
3, 12500, 3.2731640349413738, 733.6632, 1.0, Infinity, Infinity, Infinity, Infinity,16032.874284994003, 0.2
3, 13750, 2.7225488439535166, 888.8851851851852, 1.0, Infinity, Infinity, Infinity, Infinity,26722.678893325254, 0.2
3, 2500, 13.921583566987689, 131.248, 1.0, Infinity, Infinity, Infinity, Infinity,44.11394099999994, 0.30000000000000004
3, 3750, 12.54520343996709, 145.84857142857143, 1.0, Infinity, Infinity, Infinity, Infinity,76.96703499999958, 0.30000000000000004
3, 5000, 13.478145554848291, 150.816, 1.0, Infinity, Infinity, Infinity, Infinity,97.93799099999926, 0.30000000000000004
3, 6250, 11.443791831716979, 189.12583333333333, 1.0, Infinity, Infinity, Infinity, Infinity,129.22688500000012, 0.30000000000000004
3, 7500, 9.243754082817976, 262.278, 1.0, Infinity, Infinity, Infinity, Infinity,274.19714199998936, 0.30000000000000004
3, 8750, 7.757217956890896, 318.34411764705885, 1.0, Infinity, Infinity, Infinity, Infinity,2094.3354850059513, 0.30000000000000004
3, 10000, 4.931411873382668, 490.391, 1.0, Infinity, Infinity, Infinity, Infinity,5533.672334044068, 0.30000000000000004
3, 11250, 3.941768218902207, 653.6418181818182, 1.0, Infinity, Infinity, Infinity, Infinity,9640.201062885535, 0.30000000000000004
3, 12500, 3.042704159175263, 822.7208, 1.0, Infinity, Infinity, Infinity, Infinity,22639.84312818211, 0.30000000000000004
3, 13750, 2.578817003741664, 986.8851851851852, 1.0, Infinity, Infinity, Infinity, Infinity,31387.218827242184, 0.30000000000000004
3, 2500, 13.902084194729024, 130.602, 1.0, Infinity, Infinity, Infinity, Infinity,44.8381549999999, 0.4
3, 3750, 13.577971821931751, 133.3357142857143, 1.0, Infinity, Infinity, Infinity, Infinity,69.88322699999986, 0.4
3, 5000, 11.096411562742274, 180.58, 1.0, Infinity, Infinity, Infinity, Infinity,108.50852399999933, 0.4
3, 6250, 10.32380474757606, 199.4, 1.0, Infinity, Infinity, Infinity, Infinity,117.6735069999997, 0.4
3, 7500, 8.359076831344568, 270.57533333333333, 1.0, Infinity, Infinity, Infinity, Infinity,716.2110969986958, 0.4
3, 8750, 5.534592590640591, 424.12176470588236, 1.0, Infinity, Infinity, Infinity, Infinity,2599.9345690090113, 0.4
3, 10000, 4.369067180285175, 551.382, 1.0, Infinity, Infinity, Infinity, Infinity,5125.5801690268245, 0.4
3, 11250, 3.319665095947642, 752.02, 1.0, Infinity, Infinity, Infinity, Infinity,12062.79532603234, 0.4
3, 12500, 2.896643010952532, 899.6276, 1.0, Infinity, Infinity, Infinity, Infinity,19717.413038519215, 0.4
3, 13750, 2.1635881574954086, 1258.2048148148149, 1.0, Infinity, Infinity, Infinity, Infinity,30103.18619521739, 0.4
3, 2500, 13.87620854240607, 130.736, 1.0, Infinity, Infinity, Infinity, Infinity,45.53847799999985, 0.5
3, 3750, 13.307472783003911, 135.15714285714284, 1.0, Infinity, Infinity, Infinity, Infinity,74.76258799999978, 0.5
3, 5000, 9.938559574898681, 192.707, 1.0, Infinity, Infinity, Infinity, Infinity,101.74633999999938, 0.5
3, 6250, 8.950672713701687, 219.9425, 1.0, Infinity, Infinity, Infinity, Infinity,340.06462799970194, 0.5
3, 7500, 6.81390141086327, 319.1426666666667, 1.0, Infinity, Infinity, Infinity, Infinity,939.2066659980231, 0.5
3, 8750, 5.497164196113152, 402.62470588235294, 1.0, Infinity, Infinity, Infinity, Infinity,2507.467355007641, 0.5
3, 10000, 3.7952534751882587, 628.0595, 1.0, Infinity, Infinity, Infinity, Infinity,5343.381571044517, 0.5
3, 11250, 3.0154289338120943, 827.1354545454545, 1.0, Infinity, Infinity, Infinity, Infinity,11919.368835019231, 0.5
3, 12500, 2.5452516932840705, 1012.4704, 1.0, Infinity, Infinity, Infinity, Infinity,19744.195145415728, 0.5
3, 13750, 2.144541616656417, 1245.4237037037037, 1.0, Infinity, Infinity, Infinity, Infinity,32326.448447009043, 0.5
3, 2500, 13.841993491512994, 130.906, 1.0, Infinity, Infinity, Infinity, Infinity,70.50730499999979, 0.6
