0, 500, 14, 131.17514285714287, Infinity, Infinity, 14.0, 14.0, 1.0, 1.0339559506291198
0, 750, 14, 171.325612244898, Infinity, Infinity, 14.0, 14.0, 1.0, 1.0306932662433705
0, 1000, 14, 248.05285714285714, Infinity, Infinity, 14.0, 14.0, 1.0, 1.0318652342404233
0, 1250, 14, 283.93505952380957, Infinity, Infinity, 14.0, 14.0, 1.0, 1.0311852196052953
0, 1500, 14, 396.611380952381, Infinity, Infinity, 14.0, 14.0, 1.0, 1.0318922667331951
0, 1750, 14, 504.92016806722694, Infinity, Infinity, 14.0, 14.0, 1.0, 1.0314997612045345
0, 2000, 14, 732.6396785714286, Infinity, Infinity, 14.0, 14.0, 1.0, 1.0319762374645376
0, 2250, 14, 848.4286363636364, Infinity, Infinity, 14.0, 14.0, 1.0, 1.0315170011252608
2, 500, 14, 144.10500000000002, Infinity, Infinity, 15.734923228127737, 20.609498382411033, 1.2063777016956891, 1.0321662789538997
2, 750, 14, 140.3088775510204, Infinity, Infinity, 15.5703525623853, 20.091176892683652, 1.1842698664766975, 1.0314933641058792
2, 1000, 14, 143.17842857142858, Infinity, Infinity, 15.496924427718058, 19.700088807527155, 1.1784862956201019, 1.0316782067070676
2, 1250, 14, 148.57517857142858, Infinity, Infinity, 15.462079600973, 19.602519965750783, 1.1752749164528027, 1.03068126445836
2, 1500, 14, 178.37804761904763, Infinity, Infinity, 15.537499224020522, 19.64579299324062, 1.1825777302131892, 1.0313552932514563
2, 1750, 14, 263.84823529411767, Infinity, Infinity, 15.485557750142044, 19.897068490632204, 1.1821606020233677, 1.0311244702562772
2, 2000, 14, 418.1240714285714, Infinity, Infinity, 15.42323669931454, 19.76981251503981, 1.177303221269216, 1.0313593603209243
2, 2250, 14, 565.4458116883117, Infinity, Infinity, 15.21219189755282, 19.331560028726766, 1.166754963134149, 1.031037468365136
4, 500, 14, 142.62199999999999, Infinity, Infinity, 15.416626707423433, 19.852925768550232, 1.1694092048802647, 1.0322975999586919
4, 750, 14, 140.64540816326533, Infinity, Infinity, 15.317631554060506, 19.648678888643914, 1.1503023351400266, 1.0315798195408132
4, 1000, 14, 159.4315, Infinity, Infinity, 15.162822134057857, 18.667894506958607, 1.1314645341263245, 1.0314212790870185
4, 1250, 14, 173.82434523809522, Infinity, Infinity, 15.15555463092965, 19.159971814190538, 1.1322665037265498, 1.0308044739024032
4, 1500, 14, 248.44980952380948, Infinity, Infinity, 15.142088799821781, 18.904438639762848, 1.135842361360939, 1.0316119203040806
4, 1750, 14, 356.01815126050417, Infinity, Infinity, 15.108073485919425, 18.73735915366189, 1.1352255264797686, 1.031285923964237
4, 2000, 14, 534.1632142857142, Infinity, Infinity, 14.883612209162747, 18.247433862611018, 1.113511616912216, 1.031583689249044
4, 2250, 14, 654.2669805194806, Infinity, Infinity, 14.877301809247808, 18.291195114072057, 1.115594995354787, 1.0312152053216843
4, 2500, 14, 837.5296285714286, Infinity, Infinity, 14.690204772284384, 17.6528813456808, 1.0985864021795662, 1.0317704653399877
5, 500, 14, 133.979, Infinity, Infinity, 15.038572719622747, 19.182705905429234, 1.115688084699644, 1.0330458161631924
5, 750, 14, 133.98795918367347, Infinity, Infinity, 15.189515339016282, 19.537138874160956, 1.1196736878708846, 1.0323468769369868
5, 1000, 14, 136.01207142857143, Infinity, Infinity, 15.179619188929344, 19.3172296800278, 1.1135088135720546, 1.0322715974926142
5, 1250, 14, 139.15410714285716, Infinity, Infinity, 15.19259018561449, 19.467720592811958, 1.1145240080005727, 1.030895378344445
5, 1500, 14, 167.6167142857143, Infinity, Infinity, 15.246121362742443, 19.548242832860502, 1.119471102086175, 1.0315367631680028
5, 1750, 14, 246.2340756302521, Infinity, Infinity, 15.236296072889571, 19.22620050309696, 1.13755048932987, 1.0308247433916338
5, 2000, 14, 437.79800000000006, Infinity, Infinity, 15.04688058462171, 18.885989583052034, 1.1296096963940683, 1.0313873621018002
5, 2250, 14, 583.2502922077922, Infinity, Infinity, 14.903824683895243, 18.442890205842716, 1.1171801257606073, 1.0310711250528652
5, 2500, 14, 755.8450571428572, Infinity, Infinity, 14.936171430585768, 18.489985145435128, 1.1188546679486375, 1.0315044729335168
6, 500, 14, 129.81685714285715, Infinity, Infinity, 14.029157956074606, 14.286084789338975, 1.0020827111481863, 1.0343173226617794
6, 750, 14, 131.89520408163267, Infinity, Infinity, 14.10592462983631, 14.990695733825149, 1.0076560600944955, 1.0306570570815445
6, 1000, 14, 179.45771428571427, Infinity, Infinity, 14.100632216934736, 14.92354700351165, 1.0074384437086221, 1.0318570728936558
6, 1250, 14, 204.75416666666663, Infinity, Infinity, 14.11362765587416, 15.016154789157616, 1.0085239419596597, 1.0311482592881351
6, 1500, 14, 303.9142380952381, Infinity, Infinity, 14.132294467854035, 15.151780484385629, 1.0110362447252548, 1.0319806058092915
6, 1750, 14, 392.60264705882355, Infinity, Infinity, 14.138989572214681, 15.215328529166758, 1.0143899978729485, 1.0314073785723457
6, 2000, 14, 557.9208928571428, Infinity, Infinity, 14.145777986721834, 15.189566966119838, 1.0157101858293804, 1.031720812376645
6, 2250, 14, 811.6771428571429, Infinity, Infinity, 14.127824497057865, 15.120454533959215, 1.0134505766399877, 1.0314445230551208
