2, 249, 14, 150.79833620195066, 130.32669322709162, Infinity, Infinity, 16.36652408578455, 21.981298083912762, 1.2655367941962454, 1.0820725115819492, 0.5



0 -> 1, 0.0531272507927958, 0.028112449799196786, 0.035856573705179286
1 -> 0, 0.007342932262361275, 0.03614457831325301, 0.0398406374501992
1 -> 2, 0.04916065547075562, 0.025243832472748137, 0.0398406374501992
2 -> 1, 0.03750909681044312, 0.039873780837636257, 0.035856573705179286
1 -> 5, 0.04652251226946503, 0.047619047619047616, 0.027888446215139442
5 -> 1, 0.02808343531833165, 0.045037292025243834, 0.0199203187250996
2 -> 3, 0.0613373918655454, 0.039873780837636257, 0.0398406374501992
3 -> 2, 0.07595606047562906, 0.022662076878944348, 0.04780876494023904
2 -> 6, 0.11031935449860553, 0.02983362019506598, 0.09561752988047809
6 -> 2, 0.06111151347570637, 0.04159495123350545, 0.055776892430278883
3 -> 7, 0.08036972657164786, 0.04044750430292599, 0.07171314741035857
7 -> 3, 0.08963601706239789, 0.027825588066551922, 0.055776892430278883
3 -> 9, 0.070984988166904, 0.045037292025243834, 0.0398406374501992
9 -> 3, 0.05866079807680001, 0.032415375788869764, 0.04780876494023904
4 -> 5, 0.0647199397990971, 0.0321285140562249, 0.05179282868525897
5 -> 4, 0.013684267398669831, 0.0321285140562249, 0.043824701195219126
5 -> 6, 0.08521671964316783, 0.03098106712564544, 0.055776892430278883
6 -> 5, 0.05757477448922878, 0.04876649454962708, 0.08366533864541832
5 -> 15, 0.06818317360464743, 0.08777969018932874, 0.05179282868525897
15 -> 5, 0.06906934847357703, 0.09150889271371199, 0.01593625498007968
6 -> 9, 0.03725053824183072, 0.05220883534136546, 0.0
9 -> 6, 0.030811843479443886, 0.06827309236947791, 0.00796812749003984
6 -> 10, 0.10893666403857906, 0.026965002868617326, 0.10756972111553785
10 -> 6, 0.06664681574382998, 0.0444635685599541, 0.08764940239043825
7 -> 8, 0.03224969147594762, 0.024096385542168676, 0.035856573705179286
8 -> 7, 0.05340598600441255, 0.0321285140562249, 0.03187250996015936
7 -> 11, 0.06467820045672693, 0.040160642570281124, 0.0398406374501992
11 -> 7, 0.06568099949968427, 0.023522662076878944, 0.04780876494023904
9 -> 10, 0.07406169637910402, 0.039586919104991396, 0.035856573705179286
10 -> 9, 0.05766404519981695, 0.03442340791738382, 0.055776892430278883
9 -> 12, 0.039617994433847906, 0.05651176133103844, 0.00398406374501992
12 -> 9, 0.039469722522296635, 0.07314974182444062, 0.00398406374501992
10 -> 16, 0.14517650560799833, 0.04962707974756168, 0.14342629482071714
16 -> 10, 0.11172258321136828, 0.04589787722317843, 0.1394422310756972
11 -> 12, 0.03722857764811886, 0.029259896729776247, 0.027888446215139442
12 -> 11, 0.045565563539419714, 0.010040160642570281, 0.043824701195219126
11 -> 13, 0.034436083180726204, 0.03499713138267355, 0.03187250996015936
13 -> 11, 0.02266040754287434, 0.021514629948364887, 0.01593625498007968
12 -> 13, 0.01353512160043756, 0.03384968445209409, 0.00398406374501992
13 -> 12, 0.017316472505257228, 0.04159495123350545, 0.0
12 -> 19, 0.06567330602477565, 0.055651176133103844, 0.043824701195219126
19 -> 12, 0.06512228442540442, 0.04130808950086059, 0.04780876494023904
13 -> 19, 0.05153098089262047, 0.08806655192197362, 0.01195219123505976
19 -> 13, 0.04449913825500442, 0.06224899598393574, 0.027888446215139442
14 -> 15, 0.04736196391408752, 0.040160642570281124, 0.01593625498007968
15 -> 14, 0.018827924019444258, 0.01606425702811245, 0.035856573705179286
15 -> 16, 0.04939871478986167, 0.08089500860585198, 0.02390438247011952
16 -> 15, 0.031710694001944456, 0.03614457831325301, 0.03187250996015936
15 -> 18, 0.029214661369786454, 0.05938037865748709, 0.0199203187250996
